#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 05J22: Longs Peak, CO
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Longs Peak (05J22) 
# Colorado  SNOW COURSE/AERIAL MARKER Site - 10500 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:06:33 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1951,,,,Jan 27,37,13.3,Mar 01,53,17.9,Apr 01,60,18.3,May 01,53,19.0,,,
1952,,,,Jan 27,44,13.4,Feb 29,48,14.1,Apr 01,61,18.5,May 01,55,19.7,,,
1953,,,,Feb 01,20,5.1,Mar 01,28,7.0,Mar 29,28,7.5,Apr 30,37,11.4,,,
1954,,,,Jan 31,20,5.0,Feb 28,19,5.0,Mar 27,32,7.4,Apr 30,19,5.3,,,
1955,,,,Jan 24,15,3.0,Feb 25,22,3.9,Mar 27,41,9.7,Apr 28,25,7.1,,,
1956,,,,Jan 29,41,11.1,Feb 26,51,14.1,Apr 01,45,15.4,Apr 29,49,16.0,,,
1957,,,,Feb 03,34,8.8,Mar 01,42,11.5,Mar 30,45,15.1,May 03,62,23.5,,,
1958,,,,Feb 01,23,4.5,Mar 01,26,6.4,Mar 29,46,11.1,May 03,48,15.6,,,
1959,,,,Jan 31,29,7.1,Mar 01,35,10.7,Mar 29,45,12.6,May 01,40,13.9,,,
1960,,,,Jan 30,20,5.1,Feb 27,34,8.6,Mar 25,38,10.1,Apr 30,44,11.9,,,
1961,,,,Jan 28,21,4.9,Feb 25,31,5.6,Apr 02,42,7.3,Apr 30,46,13.4,,,
1962,,,,Jan 27,34,7.5,Feb 24,38,9.4,Mar 31,43,11.8,Apr 28,31,7.3,,,
1963,,,,Jan 27,12,2.3,Feb 24,32,7.1,Mar 31,33,10.1,Apr 28,26,9.3,,,
1964,,,,Feb 02,16,2.9,Mar 01,20,4.3,Mar 28,32,7.5,May 01,27,7.8,,,
1965,,,,Jan 31,44,9.3,Feb 28,41,12.5,Mar 28,65,17.8,May 02,50,18.2,,,
1966,,,,Jan 30,17,3.5,Feb 27,28,6.1,Apr 03,23,5.5,May 01,21,6.5,,,
1967,,,,Jan 29,19,4.1,Feb 26,33,8.5,Apr 02,33,11.1,Apr 29,33,12.1,,,
1968,,,,Jan 27,25,6.7,Feb 24,34,9.5,Mar 30,35,10.5,Apr 27,45,14.4,,,
1969,,,,Feb 01,28,5.4,Mar 01,26,6.9,Mar 29,30,8.4,Apr 26,27,8.9,,,
1970,,,,Jan 31,37,10.9,Feb 28,41,11.3,Mar 29,51,14.3,May 02,62,19.4,,,
1971,,,,Jan 30,28,7.6,Feb 27,39,10.2,Mar 27,43,13.2,May 01,54,16.4,,,
1972,,,,Jan 28,33,7.7,Feb 25,42,10.3,Mar 31,41,12.3,Apr 26,35,12.2,,,
1973,,,,Jan 26,26,6.4,Feb 23,29,6.2,Mar 26,32,7.1,Apr 25,54,13.5,,,
1974,,,,Jan 30,31,8.3,Feb 27,32,9.7,Mar 28,43,13.2,Apr 29,42,13.4,,,
1975,,,,Jan 30,30,6.4,Feb 27,37,9.5,Mar 28,55,13.5,Apr 30,50,17.1,,,
1976,,,,Jan 30,19,5.4,Feb 27,31,8.8,Mar 29,39,8.9,Apr 30,37,11.4,,,
1977,,,,Jan 28,7,1.2,Feb 24,9,1.8,Mar 31,12,3.1,Apr 29,12,4.4,,,
1978,,,,Jan 31,36,11.0,Feb 24,36,11.6,Mar 30,39,13.4,Apr 28,25,9.7,,,
1979,,,,Jan 29,41,11.5,Feb 28,44,11.9,Mar 28,56,16.0,Apr 24,47,16.4,,,
1980,,,,Jan 31,44,11.6,Feb 25,41,11.7,Mar 29,53,15.0,Apr 28,49,16.1,,,
1981,,,,Jan 28,8,1.9,Feb 23,8,2.0,Mar 25,22,5.1,Apr 28,6,2.2,,,
1982,,,,Jan 25,31,9.2,Feb 22,31,9.6,Mar 26,38,11.6,Apr 26,41,14.8,,,
1983,,,,Jan 25,14,3.1,Feb 23,17,4.5,Mar 24,44,10.5,Apr 26,41,13.6,,,
1984,,,,Jan 30,34,11.0,Feb 27,43,12.2,Mar 28,51,14.9,Apr 26,64,20.0,,,
1985,,,,Jan 31,28,6.0,Feb 26,33,7.7,Mar 28,40,9.4,Apr 29,37,10.7,,,
1986,,,,Jan 30,27,7.9,Feb 27,58,16.9,Mar 27,56,16.0,Apr 28,57,20.9,,,
1987,,,,Jan 26,38,8.7,Feb 25,40,8.4,Mar 25,43,10.8,Apr 28,34,11.9,,,
1988,,,,Jan 25,30,6.6,Feb 25,33,7.0,Mar 29,43,11.9,Apr 26,39,12.2,,,
1989,,,,Jan 26,26,6.0,Feb 21,35,8.7,Mar 28,28,8.0,Apr 26,23,7.7,,,
1990,,,,Jan 24,19,3.8,Feb 26,24,6.2,Mar 26,37,10.5,Apr 25,36,11.4,,,
1991,,,,Jan 25,20,4.0,Feb 25,21,4.7,Mar 25,25,6.2,Apr 26,30,8.4,,,
1992,,,,Jan 29,20,5.0,Feb 27,20,5.2,Mar 27,30,7.4,Apr 28,27,8.2,,,
1993,,,,Jan 28,24,5.2,Feb 23,44,9.3,Mar 25,37,10.6,Apr 29,50,16.7,,,
1994,,,,Jan 24,22,5.4,Feb 25,37,8.8,Apr 01,44,11.5,May 02,46,13.1,,,
1995,,,,Jan 27,10,2.1,Feb 27,20,4.2,Mar 27,30,6.7,Apr 25,54,13.4,,,
1996,,,,Jan 29,45,10.2,Feb 29,55,16.0,Mar 27,57,18.0,Apr 30,48,18.6,,,
1997,,,,Jan 27,38,9.0,Feb 24,43,11.4,Mar 25,39,11.8,Apr 30,72,18.0,,,
1998,,,,Jan 26,26,5.4,Feb 24,31,7.8,Mar 25,35,9.0,Apr 30,42,13.5,,,
1999,,,,Jan 28,27,5.1,Feb 23,26,6.6,Mar 30,22,6.7,Apr 28,40,9.9,,,
2000,,,,Jan 31,24,5.6,Feb 28,29,8.0,Mar 31,48,11.8,Apr 26,30,10.5,,,
2001,,,,Jan 30,17,4.0,Feb 28,23,4.6,Mar 27,29,6.9,Apr 27,31,9.1,,,
2002,,,,Jan 31,16,2.5,Feb 28,18,3.6,Mar 26,22,5.4,Apr 25,7,1.9,,,
2003,,,,Jan 29,13,2.7,Feb 28,27,4.7,Mar 26,61,14.3,Apr 29,37,14.2,,,
2004,,,,Jan 29,22,6.0,Feb 27,29,7.2,Mar 29,23,6.8,Apr 28,32,10.5,,,
2005,,,,Jan 26,24,6.5,Feb 28,31,7.4,Mar 30,38,10.4,Apr 29,42,10.0,,,
2006,,,,Jan 27,24,5.8,Feb 27,27,7.3,Mar 29,38,10.3,Apr 26,23,6.4,,,
2007,,,,Jan 26,32,8.8,Feb 23,37,10.6,Mar 27,41,12.1,Apr 30,39,14.0,,,
2008,,,,Jan 28,27,5.6,Feb 25,36,8.0,Mar 31,50,13.2,Apr 25,39,12.2,,,
2009,,,,Jan 30,28,6.8,Feb 23,26,7.4,Mar 31,30,8.6,Apr 30,38,13.0,,,
2010,,,,Jan 26,22,5.3,Feb 26,29,6.7,Mar 30,39,8.8,Apr 28,41,11.6,,,
2011,,,,Jan 27,32,8.2,Mar 01,44,11.4,Mar 29,46,12.1,Apr 28,57,17.8,,,
2012,,,,Jan 27,28,6.1,Feb 27,35,9.2,Mar 30,25,7.0,Apr 25,10,3.0,,,
2013,,,,Jan 28,11,1.8,Feb 27,18,3.6,Mar 27,26,5.4,Apr 26,41,9.4,,,
2014,,,,Jan 30,28,5.6,Feb 25,42,10.6,Mar 31,49,13.2,Apr 30,37,13.2,,,
2015,,,,Jan 30,20,4.1,Feb 26,33,6.6,Mar 26,33,8.4,Apr 30,36,11.9,,,
2016,,,,Jan 29,23,5.6,Feb 26,35,9.1,Mar 30,43,11.9,Apr 28,41,13.2,,,
2017,,,,,43,11.4,Mar 01,49,14.8,Mar 30,45,16.2,Apr 27,43,15.6,,,
2018,,,,Jan 25,20,4.6,Feb 27,29,7.6,Mar 29,36,9.8,Apr 30,27,8.6,,,
2019,,,,Jan 29,26,6.0,Feb 26,29,7.4,Mar 27,46,13.6,Apr 26,34,11.2,,,
2020,,,,Jan 31,24,6.4,Feb 28,36,9.3,,,,,,,,,
2021,,,,Jan 28,17,2.6,Feb 23,24,5.8,Mar 30,43,13.2,Apr 27,43,12.8,,,
2022,,,,Jan 27,40,10.1,Feb 25,41,12.0,Mar 28,42,13.4,May 03,40,14.2,,,
2023,,,,Jan 27,31,8.8,Feb 28,43,11.3,Mar 27,56,15.7,Apr 28,47,14.2,,,
2024,,,,,,,,,,,,,,,,,,
