#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 13E25: Double Springs Pass (Disc), ID
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Double Springs Pass (disc) (13E25) 
# Idaho  SNOW COURSE/AERIAL MARKER Site - 8400 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:00:52 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1967,,,,Jan 30,36,8.8,Feb 28,32,10.1,Apr 02,42,12.4,May 02,48,14.5,,,
1968,Jan 03,16,4.2,Feb 02,26,5.6,Mar 01,40,12.6,Apr 08,26,8.1,May 03,8,3.2,,,
1969,,,,,,,Mar 02,38,10.2,Apr 02,39,13.3,May 05,6,2.4,,,
1970,,,,,,,Mar 05,33,7.5,Apr 06,36,9.7,,,,,,
1971,,,,,,,Mar 02,37,10.1,Apr 02,47,14.9,,,,,,
1972,,,,,,,,,,Apr 03,37,13.2,,,,,,
1973,,,,,,,Mar 06,24,6.0,Apr 04,37,9.6,,,,,,
1974,,,,,,,,,,Apr 04,48,13.3,,,,,,
1975,,,,,,,,,,Apr 02,48,13.6,,,,,,
1976,,,,,,,Mar 03,41,8.1,Mar 31,40,12.1,,,,,,
1977,,,,,,,Feb 28,3,0.3,Apr 04,12,1.9,,,,,,
1978,,,,,,,Mar 01,36,12.1,Mar 28,27,10.4,,,,,,
1979,,,,,,,Feb 27,32,7.6,Mar 28,29,6.7,,,,,,
1980,,,,,,,Mar 01,34,9.6,Mar 29,36,9.7,,,,,,
1981,,,,,,,Feb 27,21,4.8,Mar 31,30,7.9,,,,,,
1982,,,,,,,Feb 26,39,11.9,Apr 02,48,13.2,,,,,,
1983,,,,,,,Mar 03,38,9.4,Apr 01,51,14.1,,,,,,
1984,,,,,,,Mar 01,37,9.0,Apr 02,37,9.8,,,,,,
1985,,,,,,,Feb 27,30,7.6,Apr 01,31,8.7,,,,,,
1986,,,,,,,Mar 01,44,12.7,Mar 26,39,14.3,,,,,,
1987,,,,,,,Feb 27,28,6.2,Mar 28,29,7.5,,,,,,
1988,,,,,,,Feb 26,32,7.7,Mar 26,30,7.1,,,,,,
1989,,,,,,,Mar 02,38,9.2,Mar 28,44,12.4,,,,,,
1990,,,,,,,Feb 28,25,6.0,Mar 30,23,7.3,,,,,,
1991,,,,,,,,,,,,,,,,,,
1992,,,,,,,,,,,,,,,,,,
