#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 19K04: Marlette Lake, NV
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Marlette Lake (19K04) 
# Nevada  SNOW COURSE/AERIAL MARKER Site - 8000 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:12:58 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1915,,,,,,,,,,Apr 01,46,18.5,,,,,,
1916,,,,,,,,,,,,,,,,,,
1917,,,,,,,,,,,,,,,,,,
1918,,,,,,,,,,Apr 01,69,25.7,,,,,,
1919,,,,,,,,,,Apr 02,0,27.2,May 01,42,19.4,,,
1920,,,,,,,,,,Apr 01,0,20.0,May 03,42,16.4,,,
1921,,,,,,,,,,Mar 25,59,23.0,May 01,29,13.8,,,
1922,,,,,,,,,,Mar 30,90,34.8,Apr 30,67,31.0,Jun 01,14,7.5
1923,,,,,,,,,,Apr 03,55,25.6,,,,,,
1924,,,,,,,,,,Mar 30,34,9.0,May 03,0,0.0,,,
1925,Jan 02,36,11.0,,,,Mar 01,66,22.4,Mar 28,55,20.6,May 02,34,17.5,,,
1926,,,,,,,,,,Apr 02,26,12.8,,,,,,
1927,Jan 03,32,10.4,Feb 01,46,15.2,,,,Apr 01,98,33.6,May 01,55,25.8,,,
1928,,,,,,,,,,Apr 01,64,17.8,,,,,,
1929,,,,,,,,,,Apr 01,42,12.7,,,,,,
1930,,,,,,,,,,Apr 01,48,18.6,,,,,,
1931,,,,Feb 08,38,11.1,Mar 08,42,12.3,Apr 01,41,13.1,,,,,,
1932,Jan 01,89,19.7,,,,,,,Apr 02,68,28.7,,,,,,
1933,,,,,,,,,,Apr 01,55,19.7,,,,,,
1934,,,,,,,Mar 04,44,15.7,Apr 01,15,8.2,,,,,,
1935,,,,Jan 31,43,13.8,Mar 02,44,15.7,Mar 31,53,18.2,,,,,,
1936,,,,,,,Mar 01,103,34.8,Apr 01,83,35.0,,,,,,
1937,,,,Feb 01,63,16.1,Mar 02,75,27.6,Apr 01,73,30.3,,,,,,
