#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 06J09: Rabbit Ears, CO
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Rabbit Ears (06J09) 
# Colorado  SNOW COURSE/AERIAL MARKER Site - 9400 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:06:34 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1951,,,,Jan 31,70,21.0,Feb 26,73,25.4,Mar 27,77,39.9,Apr 26,74,31.1,May 31,32,13.6
1952,,,,Jan 29,85,25.7,Feb 27,86,28.9,Apr 01,105,37.7,Apr 28,69,32.0,,,
1953,,,,Feb 02,59,16.3,Feb 25,65,22.4,Mar 30,67,25.1,May 01,76,28.9,,,
1954,,,,Jan 29,48,12.5,Mar 01,55,14.2,Mar 31,80,22.3,May 03,41,15.6,,,
1955,,,,Jan 27,60,14.0,Mar 02,66,20.6,Mar 29,67,23.3,Apr 29,51,23.4,May 28,5,1.7
1956,Dec 31,48,15.6,Jan 30,85,26.5,Feb 28,99,32.2,Mar 28,80,31.9,Apr 30,66,30.4,May 31,0,0.0
1957,Dec 31,60,16.4,Jan 29,87,25.1,Feb 28,95,31.1,Mar 28,103,38.9,May 01,93,41.9,May 29,82,39.2
1958,,,,Mar 01,,16.9,May 01,,24.1,Jul 01,,28.1,Sep 01,,34.6,,,
1959,,,,Jan 29,66,17.4,May 01,,24.5,Jul 01,,30.5,Sep 01,,34.5,,,
1960,,,,Mar 01,,11.6,May 01,,18.5,Jul 01,,23.8,May 01,64,28.0,,,
1961,Jan 01,,9.8,Jan 27,49,10.5,Feb 24,62,14.5,Apr 01,65,19.5,May 01,73,25.4,,,
1962,Jan 01,,12.1,Jan 29,61,19.1,Feb 26,105,28.3,Mar 26,86,32.2,Apr 25,59,28.4,,,
1963,Jan 01,,5.2,Jan 28,41,8.4,Feb 26,48,13.1,Mar 28,56,19.1,Apr 29,57,21.3,,,
1964,Jan 01,,6.6,Jan 29,47,12.3,Feb 26,63,16.5,Mar 27,90,24.9,Apr 28,75,27.6,,,
