#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 49S03: Table Mountain, AK
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Table Mountain (49S03) 
# Alaska  SNOW COURSE/AERIAL MARKER Site - 2200 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 10:59:32 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1972,,,,Feb 01,24,3.4,Feb 29,19,3.4,Mar 31,21,3.3,May 01,18,3.7,,,
1973,,,,Mar 01,26,4.1,Feb 28,27,4.9,Mar 29,26,4.9,May 09,12,4.0,,,
1974,,,,Mar 01,14,2.3,Mar 01,19,2.7,Jul 01,15,3.1,May 01,19,3.8,,,
1975,,,,Mar 01,14,2.4,Feb 25,18,2.9,Jul 01,16,3.3,Sep 01,12,2.9,,,
1976,,,,Mar 01,18,3.2,Mar 01,25,3.8,Mar 30,22,4.9,Apr 28,10,3.0,,,
1977,,,,Jan 26,24,4.0,Mar 02,23,3.9,Apr 01,25,4.6,May 01,25,5.7,,,
1978,,,,Jan 31,22,4.5,Feb 27,28,5.9,Mar 28,25,6.1,Sep 01,22,5.4,,,
1979,,,,Mar 01,29,5.0,Mar 01,30,6.0,Jul 01,33,6.9,May 02,20,4.0,,,
1980,,,,Feb 01,23,4.7,Feb 29,27,5.7,Apr 02,25,5.7,Sep 01,21,5.0,,,
1981,,,,Jan 28,25,4.1,Feb 25,27,5.5,Mar 26,28,6.6,May 09,12,3.8,,,
1982,,,,Jan 27,12,1.9,Feb 24,14,1.9,Mar 30,27,4.1,Apr 29,24,5.7,,,
1983,,,,Feb 04,14,2.4,Mar 02,15,2.4,Mar 30,15,2.6,Apr 28,0,0.0,,,
1984,,,,Feb 01,15,2.2,Mar 06,19,2.7,Jul 01,20,3.7,May 02,24,5.0,,,
1985,,,,Jan 31,14,2.3,May 01,16,2.9,Mar 26,19,4.0,Sep 01,18,4.3,,,
1986,,,,Mar 01,19,3.4,Mar 05,21,4.0,Jul 01,23,4.6,Sep 01,23,5.1,,,
1987,,,,Jan 28,27,4.8,Feb 25,30,5.6,Mar 25,26,5.6,Apr 29,28,6.5,,,
1988,,,,Jan 26,18,3.0,Feb 25,21,3.3,Mar 26,23,4.5,Apr 27,18,3.3,,,
1989,,,,Mar 01,34,5.0,Feb 28,43,6.5,Apr 03,39,6.6,May 04,37,7.5,,,
1990,,,,Jan 31,13,1.0,Mar 01,14,2.1,Mar 29,20,3.2,Apr 24,17,3.2,,,
1991,,,,Jan 29,32,3.6,Mar 05,28,5.4,Apr 01,30,7.5,Apr 27,24,5.6,,,
1992,,,,Jan 30,12,1.8,Feb 28,15,2.5,Mar 26,18,3.5,Apr 02,14,2.9,,,
1993,,,,Mar 01,37,8.0,Feb 25,37,8.4,Mar 31,43,10.5,Apr 24,37,10.5,,,
1994,,,,Jan 27,35,6.4,Mar 01,32,6.9,Mar 30,40,8.3,Apr 28,30,6.9,,,
1995,,,,Feb 04,18,3.1,Feb 27,18,3.1,Mar 29,20,3.4,May 01,0,0.0,,,
1996,,,,Jan 30,11,1.1,Mar 01,24,2.7,Mar 29,24,4.0,Apr 30,19,4.2,,,
1997,,,,Jan 29,16,2.0,Feb 28,22,3.5,Apr 02,19,3.2,Apr 29,11,2.2,,,
1998,,,,Jan 29,15,2.9,Feb 24,16,2.7,Mar 31,18,2.7,Apr 29,16,2.4,,,
1999,,,,Mar 01,19,2.8,Feb 26,19,3.1,Mar 31,20,3.2,Apr 30,15,3.2,,,
2000,,,,Mar 01,21,3.5,Feb 24,25,5.0,Mar 27,23,6.2,May 02,18,4.9,,,
2001,,,,Jan 30,21,3.7,Feb 28,23,4.0,Apr 03,24,4.4,Apr 30,24,4.8,,,
2002,,,,Feb 05,17,3.2,Mar 01,21,3.3,Apr 01,18,3.5,Apr 28,27,5.1,,,
2003,,,,Jan 30,16,2.9,Feb 27,26,5.0,Mar 27,27,5.9,Apr 30,20,5.8,,,
2004,,,,Jan 30,13,2.4,Feb 26,16,2.8,Apr 01,18,2.9,Apr 29,12,2.8,,,
2005,,,,Jan 27,25,4.9,Feb 24,29,5.6,Mar 30,31,7.1,Apr 29,25,6.2,,,
2006,,,,Jan 31,15,3.1,Feb 27,25,4.6,Mar 30,23,4.6,Apr 28,24,5.0,,,
