#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 45O01: Fielding Lake, AK
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Fielding Lake (45O01) 
# Alaska  SNOW COURSE/AERIAL MARKER Site - 3000 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:04:22 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1960,,,,Mar 01,41,9.5,Feb 25,47,11.9,Mar 24,63,15.3,Apr 25,57,16.4,,,
1961,,,,,,,,,,,,,,,,,,
1962,,,,Mar 01,42,9.6,May 01,48,12.0,Mar 31,53,15.7,Apr 28,52,16.7,,,
1963,,,,Mar 01,28,6.5,Feb 24,44,8.2,Apr 06,56,16.7,May 01,51,13.6,,,
1964,,,,Mar 01,25,5.8,Mar 05,39,7.3,Apr 02,42,9.4,May 01,45,11.0,,,
1965,,,,Mar 01,23,5.3,Mar 02,31,6.6,Mar 31,29,7.2,May 01,31,8.8,,,
1966,,,,Mar 01,32,7.4,Mar 01,42,9.3,Mar 30,42,9.7,May 02,43,11.4,,,
1967,,,,Mar 01,19,4.3,Feb 27,29,5.4,Mar 30,36,8.3,Apr 28,35,9.1,,,
1968,,,,Mar 01,44,10.1,Feb 27,55,12.7,Mar 28,49,14.2,Apr 30,50,14.2,,,
1969,,,,Mar 01,8,1.8,Feb 27,17,2.2,Mar 26,18,3.2,Apr 28,8,1.8,,,
1970,,,,Mar 01,18,4.1,Feb 25,27,5.1,Apr 02,35,7.1,Apr 28,32,8.5,,,
1971,,,,Mar 01,45,10.8,May 01,54,13.5,Mar 30,59,17.7,May 04,59,18.9,,,
1972,,,,Jan 27,42,10.7,Feb 29,53,14.4,Mar 28,62,16.8,Apr 26,61,19.0,,,
1973,,,,Jan 31,34,8.3,Feb 28,39,9.0,Mar 29,44,10.8,May 01,40,11.2,,,
1974,,,,Jan 30,19,3.6,Feb 27,36,7.6,Apr 01,41,9.7,Apr 29,37,11.3,,,
1975,,,,Jan 29,54,12.6,Feb 27,50,12.5,Jul 01,56,17.1,May 02,58,18.1,,,
1976,,,,Jan 29,28,4.5,Feb 26,30,6.7,Mar 30,38,9.1,May 01,27,8.0,,,
1977,,,,Jan 26,45,10.2,Mar 02,55,13.7,Mar 31,60,15.5,Apr 27,57,17.7,,,
1978,,,,Feb 02,40,9.6,Feb 28,45,11.6,Mar 31,50,13.7,Apr 28,45,13.6,,,
1979,,,,Feb 01,48,12.3,Feb 26,48,14.7,Mar 30,68,19.6,Apr 30,55,18.7,,,
1980,,,,Jan 30,35,8.9,Feb 29,37,10.0,Mar 26,42,11.2,Apr 29,39,11.1,,,
1981,,,,Jan 28,26,4.6,Feb 23,35,6.8,Mar 31,36,8.1,Apr 28,30,7.3,,,
1982,,,,Jan 28,31,7.4,Feb 26,29,7.8,Mar 29,35,8.9,Apr 28,33,9.1,,,
1983,,,,Jan 26,36,8.8,Feb 28,41,10.2,Mar 27,39,10.1,May 02,32,9.3,,,
1984,,,,Jan 30,32,6.7,Mar 04,37,10.9,Apr 03,38,10.3,Apr 28,34,10.4,,,
1985,,,,Jan 27,39,6.5,Feb 24,44,9.1,Mar 25,44,12.1,Apr 29,49,14.6,,,
1986,,,,Jan 30,36,6.4,Feb 26,32,6.9,Mar 26,46,8.0,May 02,36,10.3,,,
1987,,,,Jan 29,32,7.7,May 01,35,8.4,Mar 30,32,9.2,Apr 30,37,11.4,,,
1988,,,,Jan 26,29,6.0,Mar 01,38,9.7,Apr 01,51,11.1,Apr 30,42,12.7,,,
1989,,,,Mar 01,51,13.8,Feb 28,52,14.8,Mar 28,59,16.7,Apr 29,45,13.8,,,
1990,,,,Jan 31,50,13.2,Feb 28,65,17.4,Mar 28,65,19.5,May 01,60,20.9,,,
1991,,,,Feb 02,41,12.1,Mar 01,46,13.0,Mar 28,62,16.2,May 01,46,15.8,,,
1992,,,,Jan 30,34,6.1,Mar 01,37,8.5,Mar 29,41,10.2,Apr 30,40,11.1,,,
1993,,,,Jan 28,37,8.9,Feb 25,44,11.0,Mar 29,43,11.6,Apr 30,32,10.1,,,
1994,,,,Jan 27,43,11.4,Feb 24,42,10.7,Mar 30,44,13.1,Apr 27,43,14.0,,,
1995,,,,Jan 31,44,9.0,Feb 27,39,9.0,Mar 28,41,9.7,Apr 27,0,0.0,,,
1996,,,,Jan 31,19,3.3,Feb 27,28,5.4,Mar 25,29,7.2,Apr 29,18,6.0,,,
1997,,,,Jan 29,39,8.9,Feb 26,42,10.1,Apr 03,43,11.5,Apr 30,31,9.8,,,
1998,,,,Jan 26,28,6.1,Mar 02,30,6.5,Mar 31,29,7.2,Apr 27,17,6.3,,,
1999,,,,Jan 26,25,4.5,Feb 24,26,5.0,Mar 31,28,6.4,Apr 29,26,5.9,,,
2000,,,,Jan 26,43,9.4,Feb 29,42,11.7,Mar 28,46,11.5,Apr 26,43,12.4,,,
2001,,,,Jan 29,26,6.3,Feb 27,30,7.9,Mar 28,40,9.7,Apr 27,34,12.0,,,
2002,,,,Jan 31,25,4.6,Feb 27,34,5.4,Apr 01,25,6.1,Apr 29,22,6.3,,,
2003,,,,Jan 28,21,4.7,Feb 25,40,7.8,Mar 26,36,8.8,Apr 29,22,7.7,,,
2004,,,,Jan 27,29,7.0,Feb 24,37,8.7,Mar 30,48,11.0,Apr 29,39,11.3,,,
2005,,,,Jan 31,48,12.2,Feb 28,57,15.1,Mar 28,58,17.4,Apr 25,48,16.2,,,
2006,,,,Jan 31,35,6.7,Feb 27,35,7.7,Mar 30,35,7.9,Apr 27,41,9.9,,,
2007,,,,Jan 30,29,5.7,Feb 27,26,6.6,Mar 28,34,7.4,May 01,24,6.4,,,
2008,,,,Jan 30,18,4.1,Feb 29,22,4.4,Mar 27,22,5.6,Apr 30,15,5.0,,,
2009,,,,Jan 28,33,6.3,Feb 25,41,9.6,Mar 30,46,13.2,Apr 29,38,11.0,,,
2010,,,,Feb 01,23,4.3,Feb 27,30,5.8,Mar 31,25,6.0,Apr 29,14,4.6,,,
2011,,,,Jan 31,25,4.6,Feb 28,28,5.0,Mar 31,33,6.0,May 02,25,7.8,,,
2012,,,,Jan 31,47,10.5,Mar 01,50,12.0,Apr 02,50,13.4,May 01,31,9.9,,,
2013,,,,Jan 31,41,8.9,Mar 01,46,11.6,Mar 29,51,13.6,May 01,54,16.9,,,
2014,,,,Jan 29,41,11.2,Mar 03,41,11.3,Apr 01,42,11.4,Apr 29,42,11.4,,,
2015,,,,Feb 02,33,6.2,Feb 27,32,7.2,Apr 03,37,9.2,Apr 30,32,9.4,,,
2016,,,,Feb 02,35,7.9,Mar 02,35,9.0,Mar 30,40,10.3,Apr 28,25,9.6,,,
2017,,,,Jan 31,29,4.8,Feb 28,27,5.5,Apr 03,27,6.5,Apr 28,16,4.6,,,
2018,,,,,,,Feb 28,48,9.9,Mar 29,48,12.1,Apr 30,43,12.1,,,
2019,,,,Jan 31,32,5.2,Feb 28,32,6.9,Mar 29,30,7.9,Apr 30,27,7.5,,,
2020,,,,Jan 29,52,13.8,Feb 27,64,18.1,Mar 28,76,22.5,Apr 29,54,16.0,,,
2021,,,,Jan 29,30,5.4,Mar 01,34,7.2,Apr 02,48,9.7,Apr 28,37,9.6,,,
2022,,,,Feb 01,39,8.5,Mar 01,64,15.2,Mar 31,64,18.0,Apr 28,51,17.9,,,
2023,,,,Jan 31,38,7.9,Feb 28,45,10.2,Mar 30,44,11.8,Apr 28,46,12.4,,,
2024,,,,,,,,,,,,,,,,,,
