#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER DDF: Deadfall Lakes, CA
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Deadfall Lakes (DDF) 
# California  SNOW COURSE/AERIAL MARKER Site - 7200 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:08:00 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1946,,,,,,,,,,Mar 26,,35.9,,,,,,
1947,,,,,,,,,,Apr 01,,28.2,,,,,,
1948,,,,,,,,,,Apr 03,,16.8,,,,,,
1949,,,,,,,,,,Apr 01,,34.6,,,,,,
1950,,,,,,,,,,Apr 01,,27.2,,,,,,
1951,,,,,,,,,,Mar 31,,28.6,,,,,,
1952,,,,,,,,,,Mar 30,,47.6,,,,,,
1953,,,,,,,,,,Mar 28,,38.5,,,,,,
1954,,,,,,,,,,Mar 28,,37.0,,,,,,
1955,,,,,,,,,,Apr 05,,23.0,,,,,,
1956,,,,,,,,,,Apr 03,,50.1,,,,,,
1957,,,,,,,,,,Apr 02,,28.4,,,,,,
1958,,,,,,,,,,Mar 25,,51.4,,,,,,
1959,,,,,,,,,,Mar 31,,33.3,,,,,,
1960,,,,,,,,,,Mar 29,,23.8,,,,,,
1961,,,,,,,,,,Mar 28,,38.9,,,,,,
1962,,,,,,,,,,Mar 28,,35.9,,,,,,
1963,,,,,,,,,,Apr 02,,14.8,,,,,,
1964,,,,,,,,,,Apr 03,,17.4,,,,,,
1965,,,,,,,,,,Mar 30,,24.1,,,,,,
1966,,,,Jan 31,,28.7,Feb 28,,35.1,Mar 30,,34.8,,,,,,
1967,,,,Feb 02,,24.9,Feb 27,,26.4,Mar 29,,31.0,,,,,,
1968,,,,Feb 06,,17.9,Feb 26,,20.3,Mar 26,,24.6,Apr 29,,19.1,,,
1969,,,,Jan 28,,33.7,Mar 05,,50.8,Mar 26,,51.7,,,,,,
1970,,,,Jan 28,,28.6,Feb 26,,32.9,Mar 31,,33.7,,,,,,
1971,,,,Jan 28,,26.2,Feb 25,,26.3,Mar 29,,34.6,,,,,,
