#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 07E05: Soldier Park, WY
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Soldier Park (07E05) 
# Wyoming  SNOW COURSE/AERIAL MARKER Site - 8780 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:07:05 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1950,,,,,,,,,,Mar 17,23,5.3,Apr 17,22,7.0,,,
1951,,,,Feb 01,19,3.8,Mar 04,25,3.8,Apr 04,25,4.7,May 10,14,4.8,,,
1952,,,,Feb 15,18,2.9,Mar 04,20,3.7,Apr 05,21,5.6,May 03,13,3.7,,,
1953,,,,Feb 10,11,1.1,Mar 03,16,2.7,Mar 31,12,2.7,May 04,13,3.6,,,
1954,,,,Feb 01,12,1.8,Mar 05,14,1.7,Mar 29,25,4.9,May 03,14,3.7,,,
1955,,,,Jan 29,6,1.0,,,,Mar 16,18,3.0,May 05,10,4.0,,,
1956,,,,Feb 04,32,7.5,Feb 27,35,8.6,Mar 30,35,9.6,Apr 25,38,11.0,,,
1957,,,,Feb 02,8,1.7,Mar 05,15,2.2,Apr 02,25,4.1,Apr 30,23,7.2,,,
1958,,,,Feb 04,17,3.2,Mar 11,22,3.9,Apr 02,28,6.5,May 01,39,11.0,,,
1959,,,,Feb 01,21,4.8,Mar 03,25,5.7,Apr 01,33,8.9,May 01,28,8.1,,,
1960,,,,Feb 01,16,3.5,Feb 26,20,4.4,Mar 31,20,5.3,Apr 27,15,4.4,,,
1961,,,,Jan 31,9,1.8,Mar 01,18,3.6,Apr 01,24,5.2,May 02,20,6.3,,,
1962,,,,Jan 27,24,5.8,Mar 01,29,7.4,Mar 31,31,7.5,May 02,18,5.6,,,
1963,,,,Feb 01,16,3.1,Mar 03,22,4.1,Apr 01,20,4.5,Apr 30,40,11.4,,,
1964,,,,Feb 02,17,2.8,Mar 01,19,3.8,Apr 01,25,6.4,May 01,22,5.9,,,
1965,,,,Feb 03,32,7.0,Mar 01,30,7.3,Apr 01,34,8.6,May 02,32,5.8,,,
1966,,,,Jan 31,8,1.3,Feb 28,12,1.6,Apr 04,20,3.4,May 03,18,6.7,,,
1967,,,,Feb 02,21,5.2,Mar 02,26,5.9,Apr 03,30,8.2,May 04,43,12.4,,,
1968,,,,Feb 02,18,3.6,Mar 03,23,4.6,Mar 28,27,6.7,Sep 01,,8.0,,,
1969,,,,Jan 28,17,3.0,Feb 25,20,4.0,Apr 03,22,4.1,Apr 29,3,1.1,,,
