#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 14K03: Murray Summit, NV
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Murray Summit (14K03) 
# Nevada  SNOW COURSE/AERIAL MARKER Site - 7285 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:08:58 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1940,Jan 01,0,0.0,Feb 02,10,2.3,Mar 02,11,3.3,Apr 01,6,0.5,,,,,,
1941,Jan 03,8,0.6,Feb 01,13,2.9,Mar 01,12,4.3,Apr 01,7,0.5,,,,,,
1942,Jan 02,11,1.9,Feb 02,12,3.1,Mar 02,14,3.6,Apr 02,7,2.4,,,,,,
1943,,,,Feb 01,16,3.8,Mar 01,15,5.1,Apr 01,0,0.0,,,,,,
1944,Jan 03,12,2.1,Feb 01,13,2.9,Mar 01,21,5.5,Apr 01,14,5.3,,,,,,
1945,Jan 02,13,2.9,Feb 01,15,3.3,Mar 01,15,5.2,Apr 04,17,5.7,,,,,,
1946,Jan 02,8,1.5,Feb 01,14,2.5,Mar 04,11,3.5,Apr 02,12,3.0,,,,,,
1947,,,,,,,Feb 27,10,4.2,Apr 02,0,0.0,,,,,,
1948,,,,,,,Feb 27,5,1.5,Mar 29,17,4.2,,,,,,
1949,,,,,,,,,,Mar 31,19,5.9,,,,,,
1950,,,,,,,Feb 28,0,0.0,Apr 03,0,0.0,,,,,,
1951,,,,Feb 01,0,0.0,Mar 01,0,0.0,Apr 02,0,0.0,,,,,,
1952,,,,Jan 28,35,9.8,Mar 03,42,12.5,Mar 30,37,13.0,,,,,,
1953,,,,,,,Mar 03,17,5.0,Apr 01,0,0.0,,,,,,
1954,,,,,,,Mar 01,8,3.0,Mar 31,14,4.5,,,,,,
1955,,,,,,,Feb 25,19,4.8,Mar 28,12,4.2,,,,,,
1956,,,,,,,Feb 27,12,3.0,Mar 29,0,0.0,,,,,,
1957,,,,,,,Feb 25,0,0.0,Mar 29,0,0.0,,,,,,
1958,,,,,,,Feb 26,7,2.2,Mar 25,8,2.6,,,,,,
1959,,,,,,,Feb 27,15,3.2,Mar 25,0,0.0,,,,,,
1960,,,,,,,Feb 24,19,3.4,Mar 29,0,0.0,,,,,,
1961,,,,,,,Feb 27,0,0.0,Mar 27,5,2.3,,,,,,
1962,,,,,,,Feb 26,14,3.8,Mar 28,15,4.4,,,,,,
1963,,,,,,,Feb 28,0,0.0,Mar 26,0,0.0,,,,,,
1964,,,,,,,Mar 03,13,2.2,Apr 02,12,3.6,,,,,,
1965,,,,,,,Mar 02,0,0.0,Apr 02,0,0.0,,,,,,
1966,,,,,,,Feb 28,16,3.2,Mar 30,0,0.0,,,,,,
1967,,,,,,,Feb 24,12,3.3,Mar 28,0,0.0,,,,,,
1968,,,,,,,Feb 29,0,0.0,Mar 28,0,0.0,,,,,,
1969,,,,,,,Mar 03,46,11.4,Mar 24,33,10.8,,,,,,
1970,,,,,,,Feb 24,0,0.0,Mar 23,0,0.0,,,,,,
1971,,,,Jan 27,19,4.8,Feb 22,16,5.2,Mar 29,0,0.0,,,,,,
1972,,,,,,,Feb 28,13,3.1,Mar 29,0,0.0,,,,,,
1973,,,,,,,Mar 01,22,5.8,Mar 26,31,7.6,,,,,,
1974,,,,,,,Feb 26,16,3.8,Mar 28,0,0.0,,,,,,
1975,,,,,,,Feb 26,11,1.9,Mar 25,10,3.0,,,,,,
1976,,,,Jan 30,0,0.0,Feb 25,11,2.6,Mar 26,0,0.0,,,,,,
1977,,,,,,,Feb 24,0,0.0,Mar 28,0,0.0,,,,,,
1978,,,,,,,Feb 24,20,4.8,Mar 24,11,3.4,,,,,,
1979,,,,,,,Feb 26,30,5.4,Mar 28,24,8.2,,,,,,
1980,,,,,,,Feb 26,4,1.0,Mar 25,5,2.0,,,,,,
1981,,,,Jan 27,1,0.1,Feb 24,3,1.6,Mar 30,0,0.0,,,,,,
1982,,,,Jan 27,11,2.0,Feb 23,6,2.1,Mar 26,11,3.0,,,,,,
1983,,,,Jan 26,23,3.9,Feb 24,23,5.7,Mar 29,25,7.9,,,,,,
1984,,,,Jan 25,21,5.4,Feb 27,20,4.6,Mar 27,6,1.0,,,,,,
1985,,,,Jan 29,19,3.3,Feb 25,6,2.0,Mar 28,5,1.0,,,,,,
1986,,,,,,,,,,Mar 29,0,0.0,,,,,,
1987,,,,,,,Feb 23,5,0.7,Mar 23,0,0.0,,,,,,
1988,,,,,,,Feb 25,9,1.8,Apr 01,0,0.0,,,,,,
1989,,,,,,,Feb 24,13,3.4,Mar 28,0,0.0,,,,,,
1990,,,,,,,Feb 27,6,1.6,Mar 26,0,0.0,,,,,,
1991,,,,,,,Feb 26,0,0.0,Mar 27,6,1.3,,,,,,
1992,,,,,,,Feb 26,0,0.0,Apr 01,0,0.0,,,,,,
1993,,,,,,,Feb 28,29,7.6,Mar 31,0,0.0,,,,,,
1994,,,,,,,Feb 24,17,3.4,Mar 31,0,0.0,,,,,,
1995,,,,,,,Feb 27,8,2.4,Mar 30,1,0.6,,,,,,
1996,,,,,,,Feb 23,1,0.2,Mar 29,0,0.0,,,,,,
1997,,,,,,,Feb 28,16,3.0,Mar 27,0,0.0,,,,,,
1998,,,,,,,Feb 28,31,6.9,Mar 30,11,2.9,,,,,,
