#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 20L05: Echo Summit, CA
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Echo Summit (20L05) 
# California  SNOW COURSE/AERIAL MARKER Site - 7450 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:08:50 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1940,,,,,,,,,,Mar 23,89,41.1,,,,,,
1941,,,,,,,,,,Mar 30,89,38.9,,,,,,
1942,,,,Jan 28,110,29.8,Feb 25,114,43.2,Mar 26,99,44.0,May 02,83,40.0,,,
1943,,,,Jan 27,102,32.4,Mar 02,100,39.8,Apr 01,105,48.9,May 01,55,27.0,,,
1944,,,,Jan 30,49,15.4,Feb 28,79,23.3,Mar 30,64,29.7,Apr 30,52,25.1,,,
1945,Dec 31,57,16.4,Jan 31,57,19.3,Mar 01,90,27.9,Mar 31,108,41.0,May 01,53,26.6,,,
1946,Dec 31,86,29.5,Feb 01,88,34.5,Feb 28,105,42.1,Apr 02,128,51.2,May 01,58,28.9,,,
1947,,,,Feb 03,72,21.4,Feb 28,64,23.5,Apr 01,70,30.3,May 05,9,4.7,,,
1948,,,,Jan 31,21,7.7,Feb 27,44,16.0,Mar 31,73,27.7,May 05,77,34.0,,,
1949,Jan 03,58,14.0,Feb 01,62,19.5,Feb 25,81,28.6,Apr 01,100,37.7,May 02,22,11.4,,,
1950,,,,Jan 31,100,29.4,Mar 01,85,37.4,Mar 31,106,47.8,May 01,106,48.4,,,
1951,,,,Feb 01,54,18.9,Feb 28,78,25.4,Apr 02,63,27.4,Apr 30,46,13.6,,,
1952,,,,Feb 02,160,59.9,Feb 29,169,68.9,Apr 01,167,79.6,May 01,116,59.7,,,
1953,,,,Feb 02,88,28.4,Mar 01,75,32.4,Apr 01,81,35.4,May 02,61,24.8,,,
1954,Jan 05,25,7.0,Feb 01,62,16.1,Mar 01,70,24.8,Apr 01,83,31.3,May 01,28,12.1,,,
1955,,,,Jan 31,72,25.2,Mar 01,88,29.7,Apr 02,66,27.3,May 01,58,24.2,,,
