#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 15H04: Big Bend, NV
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Big Bend (15H04) 
# Nevada  SNOW COURSE/AERIAL MARKER Site - 6700 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:12:52 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1919,,,,,,,,,,,,,Apr 17,24,10.0,,,
1920,,,,,,,,,,Mar 29,32,10.0,,,,,,
1921,,,,,,,,,,Mar 17,32,12.1,,,,,,
1922,,,,,,,,,,,,,Apr 25,29,11.7,,,
1923,,,,,,,,,,Mar 26,24,7.6,,,,,,
1924,,,,,,,,,,Apr 06,27,7.6,,,,,,
1925,,,,,,,,,,,,,,,,,,
1926,,,,,,,,,,Mar 27,14,3.7,,,,,,
1927,,,,,,,,,,Mar 23,35,11.5,,,,,,
1928,,,,,,,,,,Mar 20,12,4.7,,,,,,
1929,,,,,,,Mar 04,28,8.7,,,,,,,,,
1930,,,,,,,Mar 02,21,5.4,,,,,,,,,
1931,,,,,,,Mar 06,22,5.6,,,,,,,,,
1932,,,,,,,Mar 04,39,11.0,,,,,,,,,
1933,,,,,,,Feb 22,34,9.3,,,,,,,,,
1934,,,,,,,Feb 28,20,5.0,,,,,,,,,
1935,,,,,,,Mar 03,32,9.9,Mar 29,30,9.4,May 01,15,5.2,,,
1936,,,,,,,Feb 27,55,18.0,Apr 02,56,21.0,May 01,1,0.5,,,
1937,,,,,,,Feb 28,34,9.4,Apr 02,30,10.3,Apr 30,11,4.2,,,
1938,,,,,,,Mar 04,29,8.4,Apr 02,38,11.5,May 03,4,1.3,,,
1939,,,,,,,Mar 03,32,7.2,Apr 04,8,3.4,May 01,0,0.0,,,
1940,,,,,,,Mar 03,21,6.4,Apr 03,12,3.8,May 01,0,0.0,,,
1941,,,,,,,Mar 01,32,10.0,Mar 26,25,9.6,May 02,1,0.5,,,
1942,,,,,,,Mar 04,32,10.2,Mar 31,30,10.8,,,,,,
