#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 34K01: Log Cabin B.C., BC
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Log Cabin B.c. (34K01) 
# British Columbia  SNOW COURSE/AERIAL MARKER Site - 2900 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:05:12 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1958,,,,,,,,,,,,,Apr 24,25,8.9,,,
1959,,,,,,,,,,,,,Apr 23,50,16.0,,,
1960,,,,,,,Mar 01,48,15.0,Mar 31,53,16.8,Apr 26,41,15.5,,,
1961,,,,,,,,,,Mar 28,50,14.0,May 02,39,9.6,,,
1962,,,,,,,Mar 02,43,12.4,Apr 03,47,8.4,May 02,48,12.4,,,
1963,,,,,,,Mar 05,43,10.9,Apr 02,49,8.9,May 01,36,9.9,,,
1964,,,,,,,Mar 04,38,11.8,Apr 01,48,10.9,May 01,44,15.7,,,
1965,,,,,,,Mar 03,53,14.9,Apr 01,46,15.1,May 04,41,10.3,,,
1966,,,,,,,Mar 01,40,9.7,Apr 01,39,11.5,May 03,30,9.8,,,
1967,,,,,,,Mar 01,48,11.0,Apr 04,40,11.5,May 03,28,10.8,,,
1968,,,,,,,Mar 01,26,4.9,Mar 28,33,9.7,May 03,28,7.5,,,
1969,,,,,,,Mar 03,40,9.8,Apr 02,45,10.1,Apr 30,38,9.8,,,
1970,,,,,,,Mar 03,40,11.0,Apr 01,40,12.5,May 04,37,11.7,,,
1971,,,,,,,Mar 01,40,11.6,Apr 01,43,12.1,May 05,34,11.3,,,
1972,,,,,,,Feb 29,43,10.9,Apr 01,47,12.8,May 02,45,13.7,,,
1973,,,,,,,Feb 24,47,12.2,Mar 31,46,13.7,Apr 28,41,14.1,,,
1974,,,,,,,Feb 28,41,10.4,Mar 30,39,10.0,Apr 29,25,6.8,,,
1975,,,,,,,Feb 26,49,12.6,Mar 08,46,13.9,Apr 29,40,14.3,,,
1976,,,,,,,Feb 27,52,14.0,Mar 29,52,15.6,Apr 30,40,14.6,,,
1977,,,,,,,Feb 26,43,12.9,Mar 28,47,14.3,Apr 27,33,11.2,,,
1978,,,,,,,Feb 25,34,8.0,Mar 29,35,9.0,Apr 26,26,8.9,,,
1979,,,,,,,Feb 24,40,10.2,Mar 29,46,12.6,Apr 28,33,12.3,,,
1980,,,,,,,Feb 25,52,14.6,Mar 29,53,15.2,Apr 27,47,16.6,,,
1981,,,,,,,Feb 24,53,13.7,Apr 02,48,15.2,Apr 26,45,15.5,,,
1982,,,,,,,Feb 26,38,9.1,Apr 02,40,10.4,Apr 29,16,20.1,,,
1983,,,,,,,Feb 26,40,10.1,Mar 27,43,11.2,Apr 29,27,11.1,,,
1984,,,,,,,Feb 26,41,10.2,Mar 30,35,11.6,Apr 28,29,11.1,,,
1985,,,,,,,Feb 27,48,12.5,Mar 28,48,15.0,Apr 27,49,15.6,,,
1986,,,,,,,Feb 28,58,12.6,Mar 25,61,17.7,Apr 30,58,19.1,,,
1987,,,,,,,Feb 27,47,12.9,Mar 31,46,13.9,Apr 28,43,15.7,,,
1988,,,,,,,Feb 26,60,18.1,Mar 31,60,18.1,Apr 28,49,20.4,,,
1989,,,,,,,Mar 01,61,17.6,Mar 30,61,18.5,Apr 28,34,14.2,,,
1990,,,,,,,Feb 26,48,13.7,Mar 29,50,13.8,Apr 30,31,10.9,,,
1991,,,,,,,Mar 01,56,16.6,Mar 28,55,17.1,May 02,35,14.2,,,
1992,,,,,,,Mar 02,54,16.9,Mar 30,60,23.5,Apr 29,45,21.3,,,
1993,,,,,,,Mar 02,68,20.2,Mar 29,64,22.6,Apr 26,46,16.6,,,
