#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 12C16: Ophir Park, MT
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Ophir Park (12C16) 
# Montana  SNOW COURSE/AERIAL MARKER Site - 7150 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:03:43 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1961,,,,,,,May 01,,10.1,Jul 01,,13.7,Sep 01,,15.8,,,
1962,,,,,,,May 01,,16.3,Jul 01,,17.5,Sep 01,,15.9,,,
1963,,,,,,,May 01,,13.3,Jul 01,,14.3,Sep 01,,16.1,,,
1964,,,,,,,May 01,,17.5,Jul 01,,20.8,Sep 01,,23.5,,,
1965,,,,,,,May 01,,20.2,Jul 01,,21.8,Sep 01,,22.5,,,
1966,,,,,,,May 01,,13.2,Jul 01,,15.4,Sep 01,,15.1,,,
1967,,,,,,,May 01,,21.8,Jul 01,,23.4,Sep 01,,25.2,,,
1968,,,,,,,May 01,,15.8,Jul 01,,16.9,Sep 01,,18.3,,,
1969,,,,,,,May 01,,19.5,Jul 01,,18.1,Sep 01,,14.9,,,
1970,,,,,,,May 01,,11.6,Jul 01,,14.9,Sep 01,,20.2,,,
1971,,,,,,,May 01,,20.4,Jul 01,,21.1,Sep 01,,21.4,,,
1972,,,,,,,May 01,,26.0,Jul 01,,25.0,Sep 01,,28.2,,,
1973,,,,,,,May 01,,9.6,Jul 01,,13.4,Sep 01,,17.1,,,
1974,,,,Feb 01,51,14.0,Mar 01,52,16.8,Mar 31,58,20.8,May 01,48,19.7,May 31,31,14.3
1975,Dec 30,21,4.7,Feb 01,44,12.2,Mar 01,50,16.0,Mar 31,60,19.2,Apr 30,84,26.6,Jun 01,55,25.2
1976,Dec 31,47,12.2,Feb 01,48,16.8,Feb 29,69,22.6,Apr 03,68,25.2,May 01,70,26.8,May 31,4,2.0
1977,Jan 02,17,4.0,Jan 29,27,7.4,Feb 27,31,8.6,Apr 01,49,14.0,May 01,14,4.9,,,
