#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 20J02: Fredonyer Pass #1, CA
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Fredonyer Pass #1 (20J02) 
# California  SNOW COURSE/AERIAL MARKER Site - 5750 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:11:46 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1930,,,,,,,,,,Mar 22,25,10.6,,,,,,
1931,,,,Jan 30,12,3.9,,,,Apr 03,0,0.0,,,,,,
1932,,,,,,,,,,Mar 21,29,11.7,,,,,,
1933,,,,,,,,,,Mar 21,26,9.4,,,,,,
1934,,,,,,,,,,Mar 22,1,0.2,,,,,,
1935,,,,,,,,,,Mar 21,55,15.5,,,,,,
1936,,,,,,,,,,Mar 20,16,7.3,,,,,,
1937,,,,,,,,,,Mar 23,47,16.5,,,,,,
1938,,,,,,,Feb 28,62,21.4,Mar 29,71,30.1,Apr 28,26,13.0,,,
1939,,,,,,,Feb 24,23,7.1,Mar 22,18,6.7,,,,,,
1940,,,,Jan 30,16,5.0,Mar 01,33,11.0,Mar 24,16,6.3,,,,,,
1941,,,,,,,,,,Mar 26,25,10.4,,,,,,
1942,,,,,,,,,,Mar 24,32,12.0,,,,,,
1943,,,,,,,,,,Mar 26,24,10.7,,,,,,
1944,,,,,,,Feb 25,35,9.6,Mar 27,33,14.4,,,,,,
1945,,,,,,,,,,Mar 27,30,11.0,,,,,,
1946,,,,,,,,,,Mar 29,33,11.8,,,,,,
1947,,,,Feb 04,12,4.0,,,,Mar 25,0,0.0,,,,,,
1948,,,,,,,,,,Apr 02,18,5.8,,,,,,
1949,,,,,,,,,,Apr 02,25,10.0,,,,,,
1950,,,,,,,,,,Apr 04,0,0.0,,,,,,
1951,,,,,,,,,,Mar 28,6,1.8,,,,,,
1952,,,,Feb 04,55,21.5,,,,Mar 27,65,27.9,,,,,,
1953,,,,,,,,,,Mar 27,2,0.7,,,,,,
1954,,,,,,,Mar 03,24,9.8,Apr 01,16,7.4,,,,,,
1955,,,,Feb 01,28,5.8,Mar 02,29,9.7,Mar 25,11,5.1,,,,,,
