#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 12G03: Oxford Mountain (Disc), ID
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Oxford Mountain (disc) (12G03) 
# Idaho  SNOW COURSE/AERIAL MARKER Site - 6800 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:05:56 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1955,,,,Feb 08,29,7.0,Feb 28,36,8.3,Apr 07,28,9.4,May 02,8,3.4,,,
1956,,,,Feb 02,29,7.9,Mar 02,37,10.4,Mar 29,18,7.2,May 01,0,0.0,,,
1957,,,,Jan 30,25,6.2,Feb 27,22,7.6,Mar 27,25,9.5,,,,,,
1958,,,,Jan 30,37,8.5,Feb 26,30,10.6,Mar 26,33,11.8,Apr 28,17,7.1,,,
1959,,,,Jan 30,22,4.4,Feb 27,33,8.8,Mar 27,21,7.3,Apr 28,0,0.0,,,
1960,,,,Jan 27,21,4.0,Feb 24,36,9.0,Mar 28,21,8.4,,,,,,
1961,,,,Jan 30,14,3.3,Feb 28,29,7.4,Mar 31,16,5.0,Apr 28,0,0.0,,,
1962,,,,Jan 29,30,8.2,Feb 26,29,8.6,Mar 30,26,9.4,May 03,0,0.0,,,
1963,,,,Jan 28,7,1.7,Feb 26,13,4.6,Mar 27,13,4.9,May 01,5,1.6,,,
1964,,,,Mar 01,,6.1,Feb 25,31,6.9,Mar 30,39,12.4,,,,,,
1965,,,,Jan 28,48,12.5,Feb 26,39,14.1,Apr 01,30,11.6,,,,,,
1966,,,,Jan 31,22,4.8,Feb 25,28,6.3,Mar 29,16,5.3,,,,,,
1967,,,,Jan 30,23,5.4,Feb 27,32,8.9,Mar 27,25,8.0,,,,,,
1968,,,,Jan 30,29,5.8,Feb 27,30,8.9,Mar 28,24,8.7,,,,,,
1969,,,,Jan 31,35,8.7,Feb 25,50,13.2,Mar 27,39,13.6,,,,,,
1970,,,,Jan 28,37,9.4,Feb 26,24,8.9,Mar 30,24,9.0,,,,,,
1971,,,,Jan 25,35,10.3,Mar 01,40,11.7,Mar 26,35,12.6,,,,,,
