#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER SCE: Scenic Meadow, CA
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Scenic Meadow (SCE) 
# California  SNOW COURSE/AERIAL MARKER Site - 9650 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 10:59:26 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1973,,,,Jan 31,,21.0,,,,Apr 06,,39.3,,,,,,
1974,,,,Jan 24,,19.2,,,,Apr 03,,31.7,,,,,,
1975,,,,Jan 24,,6.5,,,,Apr 01,,21.4,,,,,,
1976,,,,Jan 29,,0.0,,,,Mar 30,,4.0,,,,,,
1977,,,,Jan 28,,3.0,,,,Apr 04,,3.8,,,,,,
1978,,,,Jan 31,,22.6,Feb 24,,36.2,Apr 10,,46.5,May 03,,47.7,May 26,,26.2
1979,,,,,,,,,,Apr 04,,25.1,May 04,,16.4,,,
1980,,,,Jan 22,,19.5,,,,Apr 01,,37.8,,,,,,
1981,,,,Feb 04,,11.0,,,,Apr 06,,19.3,,,,,,
1982,,,,Jan 27,,20.3,,,,Apr 09,,38.7,May 04,,32.2,,,
1983,,,,Feb 02,,26.7,Mar 08,,40.8,Mar 30,,44.9,May 12,,47.0,Jun 03,,23.8
1984,,,,Jan 31,,17.4,,,,Apr 02,,18.5,,,,,,
1985,,,,Jan 28,,14.7,,,,Apr 01,,20.0,,,,,,
1986,,,,Feb 07,,21.7,,,,Mar 25,,47.7,,,,,,
1987,,,,Feb 04,,4.8,,,,Mar 26,,11.0,,,,,,
1988,,,,Jan 27,,12.3,,,,Mar 25,,10.0,,,,,,
1989,,,,Jan 28,,11.5,,,,Mar 27,,16.5,,,,,,
1990,,,,Jan 29,,6.6,,,,Mar 26,,10.0,,,,,,
1991,,,,Jan 28,,2.4,,,,Mar 29,,21.0,,,,,,
1992,,,,Jan 27,,3.8,,,,Apr 02,,12.6,,,,,,
1993,,,,Jan 26,,25.3,,,,,,,,,,,,
1994,,,,Jan 31,,8.2,,,,Mar 29,,16.2,,,,,,
