#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER CLT: Charlotte Ridge, CA
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Charlotte Ridge (CLT) 
# California  SNOW COURSE/AERIAL MARKER Site - 10700 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:05:53 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1955,,,,Feb 03,,18.4,,,,Mar 24,,25.4,,,,,,
1956,,,,Feb 05,,45.2,,,,Apr 04,,47.5,,,,,,
1957,,,,Jan 29,,7.9,,,,Mar 27,,19.7,,,,,,
1958,,,,Feb 01,,13.0,,,,Apr 08,,41.3,,,,,,
1959,,,,Jan 31,,6.9,,,,Apr 05,,16.0,,,,,,
1960,,,,Jan 31,,5.0,,,,Apr 04,,17.1,,,,,,
1961,,,,Feb 05,,8.8,,,,Apr 01,,14.6,,,,,,
1962,,,,,,,,,,Apr 08,,40.8,,,,,,
1963,,,,,,,Feb 28,,19.4,Apr 11,,35.5,May 05,,38.7,,,
1964,,,,Feb 04,,11.9,,,,Apr 08,,19.8,,,,,,
1965,,,,,,,,,,,,,May 02,,40.9,,,
1966,,,,Feb 09,,22.4,,,,Apr 04,,21.9,,,,,,
1967,,,,Feb 08,,41.6,,,,Apr 09,,51.1,May 14,,56.0,May 25,,50.0
1968,,,,Feb 08,,13.3,Mar 02,,15.5,Apr 04,,19.5,,,,,,
1969,,,,Feb 01,,0.0,,,,,,,,,,May 29,,51.2
1970,,,,Feb 15,,24.3,,,,Apr 03,,27.2,,,,,,
1971,,,,Jan 28,,20.7,,,,Apr 02,,22.7,,,,,,
1972,,,,Feb 11,,18.7,,,,Mar 31,,15.1,,,,,,
1973,,,,Jan 31,,26.7,,,,Mar 31,,43.5,,,,,,
1974,,,,Jan 30,,28.3,Feb 25,,30.4,Mar 26,,38.4,Apr 30,,44.1,,,
1975,,,,Jan 29,,8.6,Feb 25,,17.3,Mar 24,,25.8,Apr 30,,29.6,,,
1976,,,,Jan 26,,4.0,Feb 28,,7.6,Mar 27,,11.1,Apr 29,,8.0,,,
