#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 11J42: Snowbird-Gad Valley, UT
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Snowbird-gad Valley (11J42) 
# Utah  SNOW COURSE/AERIAL MARKER Site - 9700 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 10:59:40 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1973,,,,,,,Feb 19,78,25.1,Mar 28,88,31.2,,,,,,
1974,,,,,,,,,,,,,,,,,,
1975,,,,,,,,,,,,,,,,,,
1976,,,,,,,,,,,,,,,,,,
1977,,,,Feb 05,24,5.1,Mar 05,50,11.4,Apr 02,64,17.8,Apr 28,23,9.6,,,
1978,Jan 06,65,18.0,Jan 28,89,27.3,Mar 03,119,33.8,Mar 31,107,44.2,Apr 29,112,51.8,,,
1979,,,,Feb 03,78,23.8,Feb 28,101,34.2,Mar 28,97,34.0,Apr 28,94,42.0,,,
1980,Dec 30,26,5.8,Feb 02,77,23.6,Mar 07,130,35.5,Mar 31,146,53.8,,,,,,
1981,,,,,,,Feb 25,41,11.2,Mar 31,83,21.2,,,,,,
1982,,,,Jan 25,102,30.9,Feb 26,105,35.4,,,,,,,,,
1983,,,,Jan 26,82,31.0,Feb 26,101,31.4,Apr 05,150,50.0,,,,,,
1984,,,,Jan 26,99,36.6,Feb 28,107,39.6,Mar 24,112,47.0,Apr 27,114,44.0,Jun 01,55,34.8
1985,,,,Jan 26,67,25.6,,,,,,,Apr 24,86,41.0,,,
1986,,,,Jan 26,67,25.6,Mar 05,108,42.0,Mar 25,126,46.0,,,,,,
1987,,,,,,,Mar 04,79,27.4,Mar 23,106,33.0,Apr 23,78,30.2,May 27,17,5.2
1988,,,,Jan 29,45,13.0,Feb 23,59,19.2,Mar 28,74,23.8,,,,,,
1989,Jan 04,63,18.6,Jan 28,79,27.0,Feb 28,85,30.0,Mar 25,88,32.8,Apr 26,77,32.2,,,
1990,Dec 29,41,13.0,Feb 06,71,22.7,Feb 24,95,36.6,Mar 28,98,31.4,May 01,79,35.0,Nov 01,,8.9
1991,Dec 29,39,11.2,Jan 28,61,17.4,Feb 28,69,22.0,Mar 29,108,31.4,,,,,,
1992,,,,Jan 26,45,16.0,Feb 25,70,19.6,Mar 28,72,23.6,Apr 30,38,15.8,,,
1993,,,,,,,,,,Apr 05,143,56.0,Apr 30,133,56.2,,,
1994,,,,,,,,,,,,,,,,,,
