#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 59N01: Holikachuk, AK
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Holikachuk (59N01) 
# Alaska  SNOW COURSE/AERIAL MARKER Site - 100 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 10:50:29 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1996,,,,,,,May 01,12,2.6,Mar 29,12,3.0,,,,,,
1997,,,,Jan 27,21,3.4,Feb 21,32,5.4,Mar 28,27,5.6,Apr 29,0,0.0,,,
1998,,,,,,,May 01,31,6.9,Jul 01,20,7.2,Apr 29,0,0.0,,,
1999,,,,,,,Mar 02,33,7.3,Apr 12,42,10.5,,,,,,
2000,,,,,,,Feb 24,43,11.4,Mar 30,41,11.7,May 01,18,6.8,,,
2001,,,,Jan 31,27,6.2,Mar 06,34,7.8,Mar 29,32,8.2,,,,,,
2002,,,,Jan 31,39,7.5,Mar 06,43,9.0,Mar 29,37,9.0,,,,,,
2003,,,,Feb 05,18,4.7,May 01,30,5.8,Mar 31,26,6.8,Apr 29,0,0.0,,,
2004,,,,,,,Mar 02,35,7.8,Mar 31,36,8.0,Apr 30,0,0.0,,,
2005,,,,Feb 01,33,7.4,Mar 07,44,10.5,Mar 31,43,12.5,Apr 29,21,8.0,,,
2006,,,,Feb 08,32,6.2,Feb 27,33,6.4,Apr 06,39,8.2,,,,,,
2007,,,,Feb 01,27,5.8,Mar 01,34,8.0,Apr 04,27,7.2,Apr 30,0,0.0,,,
2008,,,,,,,,,,Jul 01,47,11.0,May 02,39,12.3,,,
2009,,,,Jan 29,41,9.5,Mar 01,63,11.0,Jul 01,54,13.0,Apr 29,30,10.5,,,
2010,,,,Feb 01,33,6.0,Mar 02,30,6.1,Mar 30,39,7.8,May 03,20,6.5,,,
2011,,,,Feb 01,36,6.8,Mar 01,43,8.8,Mar 30,36,8.8,May 04,0,0.0,,,
2012,,,,,,,Mar 01,,9.4,Apr 01,,9.8,May 01,,3.6,,,
2013,,,,Feb 01,33,6.4,Feb 28,43,8.2,Mar 31,45,9.7,Apr 30,29,9.1,,,
2014,,,,,,,,,,Apr 01,,2.1,May 01,,0.0,,,
2015,,18,,,,,,,,,,,,,,,,
2016,,34,,,,,Feb 29,40,8.3,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,
