#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER EGM: Eagle Meadow, CA
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Eagle Meadow (EGM) 
# California  SNOW COURSE/AERIAL MARKER Site - 7500 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:11:27 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1931,,,,,,,Feb 24,,11.3,Mar 26,,10.0,Apr 28,,0.4,,,
1932,,,,,,,,,,Mar 28,,38.6,,,,,,
1933,,,,,,,,,,Mar 29,,22.2,,,,,,
1934,,,,,,,,,,Mar 27,,11.6,,,,,,
1935,,,,,,,,,,Mar 25,,26.1,,,,,,
1936,,,,,,,,,,Mar 29,,28.6,,,,,,
1937,,,,,,,,,,Apr 05,,35.6,May 04,,19.8,,,
1938,,,,,,,,,,Mar 30,,41.3,,,,,,
1939,,,,,,,Mar 04,,17.2,Apr 03,,17.2,,,,,,
1940,,,,,,,,,,Apr 01,,33.2,,,,,,
1941,,,,,,,,,,Mar 31,,34.0,,,,,,
1942,,,,,,,,,,Mar 29,,28.7,,,,,,
1943,,,,,,,,,,Mar 29,,25.4,,,,,,
1944,,,,,,,,,,Mar 27,,22.4,,,,,,
1945,,,,,,,,,,Apr 03,,25.6,,,,,,
1946,,,,,,,,,,Apr 06,,27.4,,,,,,
1947,,,,,,,Feb 23,,14.8,Mar 27,,16.6,,,,,,
1948,,,,,,,,,,Apr 01,,13.6,,,,,,
1949,,,,,,,,,,Mar 30,,29.3,,,,,,
1950,,,,,,,,,,Apr 01,,28.5,,,,,,
1951,,,,,,,,,,Mar 30,,8.1,,,,,,
1952,,,,,,,,,,Mar 28,,51.2,,,,,,
1953,,,,,,,,,,Mar 28,,20.9,,,,,,
1954,,,,,,,,,,Mar 30,,24.5,,,,,,
1955,,,,,,,,,,Apr 01,,17.8,,,,,,
1956,,,,,,,,,,Mar 26,,31.8,,,,,,
1957,,,,,,,,,,Apr 01,,18.0,,,,,,
1958,,,,,,,,,,Apr 11,,42.4,,,,,,
1959,,,,,,,,,,Mar 28,,12.3,,,,,,
