#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 10C01: Kings Hill, MT
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Kings Hill (10C01) 
# Montana  SNOW COURSE/AERIAL MARKER Site - 7500 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:11:12 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1934,,,,,,,Mar 05,21,5.5,,,,,,,,,
1935,,,,,,,Mar 03,24,3.1,,,,May 03,32,4.7,,,
1936,,,,,,,Mar 01,48,12.7,,,,May 02,29,12.4,,,
1937,,,,,,,Feb 28,41,8.6,,,,May 01,40,12.7,,,
1938,,,,,,,Mar 02,35,10.3,,,,May 03,29,9.5,,,
1939,,,,,,,Mar 02,42,11.6,Mar 31,40,11.2,May 02,26,9.1,,,
1940,,,,,,,Mar 02,34,8.0,Apr 02,37,10.7,,,,,,
1941,,,,,,,Mar 02,29,6.3,Apr 02,31,7.9,May 02,24,6.4,,,
1942,,,,,,,Mar 03,40,10.2,Apr 02,41,11.8,,,,,,
1943,,,,,,,Mar 01,47,14.7,Apr 01,44,13.8,,,,,,
1944,,,,,,,Mar 02,33,7.1,Apr 02,46,10.7,Apr 30,40,12.6,,,
1945,,,,,,,Mar 02,34,8.4,Apr 02,36,9.2,,,,,,
1946,,,,,,,Feb 26,46,15.5,Apr 01,51,18.3,,,,,,
1947,,,,,,,Mar 03,49,15.9,Mar 31,55,16.7,,,,,,
1948,,,,,,,Mar 01,52,12.4,Mar 29,48,13.2,Apr 29,40,14.8,,,
1949,,,,,,,Feb 28,58,16.5,Apr 02,53,17.2,May 03,34,13.2,,,
1950,,,,,,,Mar 01,41,12.0,Apr 04,55,15.1,Apr 30,58,18.1,,,
1951,,,,,,,Feb 28,44,11.0,Mar 29,52,14.1,May 01,48,12.0,,,
1952,,,,,,,Feb 26,42,14.4,Mar 26,58,15.9,May 04,25,9.6,,,
1953,,,,,,,Mar 03,40,9.8,Apr 02,38,11.3,Apr 29,37,12.8,,,
