#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 13C04: Intergaard, MT
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Intergaard (13C04) 
# Montana  SNOW COURSE/AERIAL MARKER Site - 6450 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:10:38 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1936,,,,,,,Mar 01,25,6.0,,,,,,,,,
1937,,,,,,,Mar 01,17,4.1,,,,,,,,,
1938,,,,,,,Mar 01,17,4.2,,,,,,,,,
1939,,,,,,,Feb 27,29,6.6,,,,,,,,,
1940,,,,,,,Mar 05,19,4.7,,,,,,,,,
1941,,,,,,,Feb 26,15,3.0,,,,,,,,,
1942,,,,,,,Mar 02,32,7.6,,,,,,,,,
1943,,,,,,,Mar 01,38,8.1,,,,,,,,,
1944,,,,,,,Feb 29,15,2.9,,,,,,,,,
1945,,,,Jan 30,10,2.0,Feb 26,15,2.6,Apr 02,18,5.9,,,,,,
1946,,,,Jan 30,24,4.4,Feb 28,28,6.1,Apr 01,27,6.5,,,,,,
1947,,,,Jan 29,28,5.6,Feb 27,31,7.0,Mar 31,25,7.0,,,,,,
1948,,,,Feb 02,30,6.7,Mar 01,33,8.3,Mar 31,46,10.4,,,,,,
1949,,,,Jan 31,34,5.4,Jan 28,40,10.8,Mar 30,41,10.9,,,,,,
1950,,,,Feb 01,22,5.1,Mar 01,25,5.8,Apr 13,31,8.6,,,,,,
1951,,,,Jan 31,26,6.5,Feb 28,35,8.9,Mar 31,30,8.5,,,,,,
1952,,,,Feb 01,24,6.9,Feb 29,32,8.6,Mar 31,37,8.9,,,,,,
1953,,,,Feb 01,24,5.4,Mar 02,32,8.1,,,,,,,,,
1954,,,,Feb 01,23,6.3,Mar 03,27,6.8,Apr 01,33,8.8,,,,,,
1955,,,,Feb 01,15,2.9,Mar 01,19,4.2,Apr 01,23,6.5,,,,,,
1956,,,,Feb 01,31,7.6,Mar 01,33,8.1,Apr 01,31,8.0,,,,,,
