#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 18F07: Call Meadows AM, OR
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Call Meadows Am (18F07) 
# Oregon  SNOW COURSE/AERIAL MARKER Site - 5380 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:04:52 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1959,,,,,,,Feb 25,18,5.4,,,,,,,,,
1960,,,,Feb 03,22,5.1,Feb 27,21,5.9,Mar 29,12,5.0,,,,,,
1961,,,,Feb 10,4,1.2,Feb 28,8,2.6,Mar 27,8,2.2,,,,,,
1962,,,,Jan 26,6,1.6,Feb 26,21,5.9,Mar 29,19,6.1,,,,,,
1963,,,,Jan 23,0,0.0,Mar 04,0,0.0,Apr 03,0,0.0,,,,,,
1964,,,,Feb 02,14,3.1,Feb 27,12,3.5,Mar 26,18,5.9,,,,,,
1965,,,,Feb 01,3,0.8,Feb 25,4,1.4,Mar 29,6,2.3,,,,,,
1966,,,,Jan 27,8,1.8,Mar 02,13,3.4,Apr 01,2,0.7,,,,,,
1967,,,,Feb 05,10,3.0,Feb 27,10,3.2,Jul 01,,2.5,,,,,,
1968,,,,Feb 04,1,0.2,Feb 27,0,0.0,Mar 29,0,0.0,,,,,,
1969,,,,Feb 04,22,5.7,Feb 27,26,7.5,Mar 24,24,9.1,,,,,,
1970,,,,Jan 29,24,6.5,Feb 25,24,8.6,Mar 27,8,3.0,,,,,,
1971,,,,Jan 27,24,6.7,Mar 06,18,5.8,Mar 30,12,4.1,,,,,,
1972,,,,Feb 02,12,2.4,Mar 07,6,2.1,Mar 29,0,0.0,,,,,,
1973,,,,Jan 27,12,2.7,Feb 23,12,3.4,Apr 03,4,1.1,,,,,,
1974,,,,Feb 05,12,2.6,Mar 08,19,5.7,Mar 26,6,2.2,,,,,,
1975,,,,Jan 22,12,3.8,Feb 22,24,7.2,Mar 29,24,7.9,,,,,,
1976,,,,,,,Feb 24,28,3.4,Mar 30,8,2.4,,,,,,
1977,,,,Feb 01,3,0.4,Mar 04,3,0.3,Mar 31,0,0.1,,,,,,
