#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 16H03: Midas, NV
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Midas (16H03) 
# Nevada  SNOW COURSE/AERIAL MARKER Site - 6630 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:08:57 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1940,,,,,,,Mar 04,14,5.2,,,,,,,,,
1941,,,,,,,Feb 28,19,7.3,Apr 01,2,0.8,,,,,,
1942,,,,,,,Mar 01,29,9.2,Apr 01,5,0.8,,,,,,
1943,,,,,,,Mar 06,15,5.2,Mar 29,1,0.3,,,,,,
1944,,,,,,,Mar 04,22,4.8,Apr 04,3,0.9,,,,,,
1945,,,,,,,Mar 12,23,7.9,Apr 04,27,10.2,,,,,,
1946,,,,Jan 22,26,9.2,Mar 08,17,5.2,Apr 01,5,1.2,,,,,,
1947,,,,,,,Mar 02,0,0.0,Apr 01,0,0.0,,,,,,
1948,,,,,,,Mar 01,0,0.0,Apr 01,3,1.4,,,,,,
1949,,,,,,,Mar 01,34,9.2,Apr 01,25,8.0,,,,,,
1950,,,,,,,Mar 01,10,2.5,Apr 01,0,0.0,,,,,,
1951,,,,,,,Mar 01,20,5.6,Mar 31,0,0.0,,,,,,
1952,,,,,,,,,,,,,,,,,,
1953,,,,,,,Mar 01,0,0.0,Apr 01,0,0.0,,,,,,
1954,,,,,,,Mar 01,0,0.0,Apr 01,0,0.0,,,,,,
1955,,,,,,,,,,,,,,,,,,
1956,,,,,,,,,,Mar 29,0,0.0,,,,,,
1957,,,,,,,Mar 04,6,1.7,Apr 03,0,0.0,,,,,,
1958,,,,,,,Feb 27,19,6.1,Mar 28,22,8.4,,,,,,
1959,,,,,,,Mar 02,14,4.4,Mar 31,0,0.0,,,,,,
1960,,,,,,,Feb 26,28,8.0,Mar 28,2,0.6,,,,,,
1961,,,,,,,Feb 24,0,0.0,Mar 29,2,0.8,,,,,,
1962,,,,,,,Feb 23,24,7.8,Mar 26,29,10.2,,,,,,
