#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 13D27: Jahnke Lake Trail, MT
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Jahnke Lake Trail (13D27) 
# Montana  SNOW COURSE/AERIAL MARKER Site - 7200 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:07:42 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1948,,,,,,,Mar 01,38,9.0,Apr 01,31,8.8,,,,,,
1949,,,,,,,Mar 01,47,14.5,Apr 01,45,14.5,,,,,,
1950,,,,,,,Mar 01,33,10.0,Apr 01,25,10.5,,,,,,
1951,,,,,,,Mar 01,44,13.2,Apr 01,49,14.7,,,,,,
1952,,,,,,,Mar 01,38,10.8,Apr 01,50,15.1,,,,,,
1953,,,,,,,Mar 01,38,11.9,Apr 01,44,14.5,,,,,,
1954,,,,,,,Mar 01,34,9.5,Apr 01,42,13.0,,,,,,
1955,,,,,,,Mar 01,23,5.2,Apr 01,26,7.2,,,,,,
1956,,,,,,,Mar 01,49,14.3,Apr 01,51,15.3,,,,,,
1957,,,,,,,Mar 01,38,10.3,Apr 01,52,14.6,,,,,,
1958,,,,,,,Mar 01,33,8.0,Apr 01,39,10.6,,,,,,
1959,,,,,,,Feb 28,31,8.5,Mar 30,32,9.7,,,,,,
1960,,,,,,,Feb 26,29,6.4,Mar 24,27,7.5,,,,,,
1961,,,,,,,Feb 27,23,4.2,Mar 23,21,6.0,,,,,,
1962,,,,,,,Feb 28,34,6.4,Mar 28,35,8.1,,,,,,
1963,,,,,,,Feb 26,21,5.3,Mar 28,18,4.2,,,,,,
1964,,,,,,,Feb 25,30,7.3,Mar 31,28,8.1,Apr 27,27,8.1,,,
1965,,,,,,,Feb 24,42,13.0,Mar 30,42,13.2,Apr 28,23,9.7,,,
1966,,,,,,,Feb 24,20,4.7,Mar 29,16,4.3,Apr 25,2,0.7,,,
1967,,,,,,,Feb 28,30,8.5,Mar 31,36,10.6,May 02,41,12.4,,,
1968,,,,,,,Feb 26,30,7.8,Mar 28,26,8.1,May 02,10,3.1,,,
