#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 2E03: Big White Mountain, BC
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Big White Mountain (2E03) 
# British Columbia  SNOW COURSE/AERIAL MARKER Site - 5512 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:00:59 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1966,,,,Jan 29,40,10.2,Mar 01,48,13.2,Mar 29,46,15.8,Apr 28,40,16.0,May 31,8,3.2
1967,,,,Jan 28,58,18.9,Feb 27,63,22.0,Mar 29,72,24.7,Apr 27,70,27.2,May 30,35,17.2
1968,,,,Jan 30,47,14.1,Feb 28,55,16.8,Mar 30,50,18.7,Apr 29,59,20.2,May 30,26,12.0
1969,,,,Jan 30,56,16.0,Feb 27,64,20.8,Mar 31,55,21.2,Apr 29,54,20.1,May 29,11,5.2
1970,,,,Jan 30,41,9.4,Feb 27,38,12.5,Mar 30,51,14.8,Apr 30,51,17.8,May 30,15,6.6
1971,,,,Jan 29,57,15.6,Feb 26,66,16.0,Mar 29,76,20.9,Apr 29,63,26.1,May 31,23,11.2
1972,,,,Jan 30,54,15.4,Feb 28,59,20.0,Mar 27,69,23.7,Apr 26,70,26.4,May 30,23,11.5
1973,,,,Jan 29,39,11.2,Feb 27,48,14.1,Mar 29,55,18.4,Apr 29,43,16.7,May 30,8,3.2
1974,,,,Jan 29,68,19.0,Feb 26,76,26.6,Mar 29,76,30.0,Apr 28,68,30.0,May 30,52,25.9
1975,,,,Jan 29,61,17.8,Feb 25,69,21.1,Mar 30,72,27.0,Apr 29,67,27.4,May 30,35,18.1
1976,,,,Jan 28,60,18.4,Feb 25,62,21.4,Mar 29,73,25.0,Apr 28,65,26.7,May 30,30,13.6
1977,Dec 27,23,4.4,Jan 29,27,7.2,Feb 26,36,8.4,Mar 28,54,14.1,Apr 28,28,10.3,May 30,11,4.0
1978,,,,Jan 28,50,14.6,Feb 26,55,17.8,Mar 28,55,21.0,Apr 28,52,21.7,May 31,30,14.9
