#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 06H06: Ryan Park, WY
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Ryan Park (06H06) 
# Wyoming  SNOW COURSE/AERIAL MARKER Site - 8350 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:10:58 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1936,,,,,,,,,,Mar 27,39,11.6,Apr 26,8,3.3,,,
1937,,,,,,,Feb 24,28,6.9,Apr 01,45,9.7,Apr 29,29,7.4,,,
1938,,,,Jan 31,41,11.0,Mar 01,39,11.3,Mar 31,48,14.6,Apr 30,19,8.0,,,
1939,,,,Jan 31,40,9.4,Feb 27,41,11.4,Mar 31,29,11.0,Apr 29,2,1.4,,,
1940,,,,Jan 25,35,6.8,Feb 28,31,12.0,Mar 30,28,12.4,Apr 30,20,9.0,,,
1941,,,,Jan 30,29,5.6,Feb 27,33,7.8,Mar 31,28,6.0,May 01,30,11.6,,,
1942,,,,Jan 30,29,5.4,Feb 28,36,8.4,Mar 31,39,12.6,May 01,17,4.6,,,
1943,,,,Jan 28,26,5.2,Feb 26,30,7.0,Mar 29,33,9.2,Apr 29,0,0.0,,,
1944,,,,Jan 29,19,2.2,Feb 26,23,3.0,Apr 01,40,7.0,Apr 29,23,5.6,,,
1945,,,,Jan 30,23,4.5,Feb 28,32,7.6,Apr 04,48,14.4,Apr 27,35,13.0,,,
1946,,,,Jan 29,27,4.2,Feb 25,30,6.8,Mar 27,34,10.4,Apr 29,0,0.0,,,
1947,,,,Jan 28,28,5.0,Feb 26,38,7.0,Mar 26,38,10.2,Apr 28,37,12.4,,,
1948,,,,Jan 29,28,5.8,Feb 25,35,7.8,Mar 30,37,10.2,Apr 29,17,5.6,,,
1949,,,,Jan 29,39,11.0,Feb 25,40,12.8,Mar 29,50,15.0,May 03,12,5.8,,,
1950,,,,Jan 31,24,5.4,Mar 01,26,7.0,Mar 30,38,10.0,Apr 28,27,7.8,,,
1951,,,,Feb 02,38,8.8,Feb 25,31,8.8,Apr 01,36,10.0,Apr 28,20,8.0,,,
1952,,,,Jan 31,34,8.6,Feb 26,41,11.8,Mar 31,57,17.8,Apr 25,31,14.0,,,
1953,,,,Feb 01,19,4.2,Feb 24,28,8.7,Mar 30,23,6.2,May 01,9,2.8,,,
1954,,,,Feb 01,19,3.4,Feb 25,20,4.6,Mar 30,45,10.2,Apr 25,4,1.2,,,
1955,,,,Jan 31,34,6.6,Feb 28,35,8.6,Mar 29,38,11.4,Apr 25,16,6.3,,,
1956,,,,Jan 31,38,9.6,Feb 26,48,12.0,Mar 28,33,9.4,Apr 26,4,1.4,,,
1957,,,,Feb 01,37,9.6,Feb 28,47,11.3,Apr 03,50,15.6,May 02,31,12.4,Jun 01,0,0.0
1958,,,,Feb 01,32,7.1,Feb 28,50,9.2,Apr 01,41,12.6,Apr 29,35,13.0,May 27,0,0.0
1959,,,,Jan 30,23,6.9,May 01,,9.8,Apr 01,38,10.9,Apr 30,15,4.5,,,
1960,,,,Jan 30,12,2.2,Feb 29,26,5.5,Mar 30,25,7.2,Apr 29,0,0.0,,,
1961,,,,Jan 19,26,4.0,Feb 27,33,9.0,Mar 30,33,9.8,Apr 27,25,8.9,,,
1962,,,,Feb 01,44,12.0,May 01,,10.0,Mar 31,47,14.4,Apr 27,10,4.3,Jun 01,0,0.0
1963,,,,Mar 01,,4.5,May 01,,8.4,Mar 28,27,6.1,May 01,15,5.1,,,
1964,,,,Jan 29,26,6.0,Feb 28,26,6.0,Mar 26,45,12.2,Apr 30,37,13.9,Jun 01,0,0.0
1965,,,,Mar 01,,8.6,Mar 03,42,12.8,Mar 29,49,14.6,Apr 29,32,11.9,Jun 01,0,0.0
1966,,,,Jan 28,15,3.0,Feb 23,26,8.0,Apr 01,21,5.2,Apr 27,40,1.1,May 31,0,0.0
1967,,,,Jan 28,31,7.8,Feb 28,40,11.0,Mar 28,35,12.4,May 01,31,8.8,Jun 01,0,0.0
1968,,,,Jan 29,33,7.6,Feb 28,52,12.3,Mar 31,36,12.4,Apr 29,43,17.8,May 28,15,7.6
1969,,,,Jan 29,34,8.1,Feb 25,40,10.4,Mar 25,44,12.8,Apr 28,19,7.0,May 28,0,0.0
1970,,,,Jan 28,37,8.3,Mar 03,36,9.4,Apr 02,44,13.0,Apr 29,38,13.0,,,
1971,,,,Jan 26,38,11.2,Feb 26,48,15.6,Mar 30,53,18.6,Apr 29,26,12.1,,,
1972,,,,Jan 31,28,6.4,Feb 29,32,7.6,Mar 29,24,8.3,Apr 28,7,1.1,,,
1973,,,,Jan 31,36,10.1,Feb 25,40,11.0,Mar 28,48,14.0,Apr 27,47,15.0,,,
1974,,,,Jan 30,35,9.5,Feb 28,43,12.4,Mar 30,39,14.0,Apr 27,35,13.3,,,
1975,,,,Jan 30,36,9.6,Feb 26,37,10.9,Mar 31,51,14.8,Apr 28,34,11.8,,,
1976,,,,Jan 28,32,6.8,Feb 25,33,9.8,Mar 29,35,10.7,Apr 29,22,8.1,,,
1977,,,,Jan 26,20,4.4,Feb 25,31,5.8,Mar 30,35,10.1,Apr 25,13,5.5,,,
