#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 48N02: Fog Lakes, AK
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Fog Lakes (48N02) 
# Alaska  SNOW COURSE/AERIAL MARKER Site - 2120 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:01:38 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1964,,,,Mar 01,10,1.5,Feb 27,14,1.5,Apr 10,11,1.9,May 11,16,3.0,,,
1965,,,,Feb 03,16,1.9,May 01,15,2.1,Apr 02,15,2.2,,,,,,
1966,,,,Feb 02,10,2.1,Mar 03,21,4.4,Mar 28,22,4.6,Apr 28,24,5.9,,,
1967,,,,Feb 01,11,2.4,Feb 28,16,3.0,Mar 30,26,4.8,May 01,19,5.5,,,
1968,,,,Feb 06,31,7.0,Feb 29,33,7.1,Mar 28,34,8.4,Apr 30,29,7.3,,,
1969,,,,Feb 02,13,1.7,Feb 27,14,1.7,Mar 27,18,2.2,Apr 29,0,0.0,,,
1970,,,,Feb 06,12,1.2,Feb 26,15,2.1,Mar 31,14,2.8,May 04,6,1.5,,,
1971,,,,Feb 02,30,6.9,Feb 25,38,8.5,Mar 30,37,8.4,Apr 30,33,9.3,,,
1972,,,,Feb 03,35,6.3,Feb 25,31,6.5,Mar 30,34,7.5,Apr 27,37,8.6,,,
1973,,,,Jan 31,32,6.5,Mar 02,31,6.9,Mar 30,34,8.0,May 01,27,7.7,,,
1974,,,,Jan 29,15,2.4,Feb 28,20,3.6,Apr 01,24,4.8,Apr 30,15,3.6,,,
1975,,,,Jan 29,33,5.1,Feb 28,29,6.1,Apr 02,30,6.6,Apr 29,31,8.0,,,
1976,,,,Feb 02,14,2.1,Feb 28,18,2.8,Mar 30,22,4.1,Apr 30,14,3.5,,,
1977,,,,Feb 03,28,5.6,Feb 28,27,5.9,Mar 31,32,7.4,Apr 27,29,7.5,,,
1978,,,,Jan 27,17,2.6,Mar 12,17,2.9,Apr 01,18,3.5,Apr 28,11,2.9,,,
