#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 14A18: Truman Creek, MT
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Truman Creek (14A18) 
# Montana  SNOW COURSE/AERIAL MARKER Site - 4060 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 10:57:56 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1981,,,,Jan 29,6,0.6,Feb 26,4,0.9,Mar 31,0,0.0,May 03,0,0.0,,,
1982,Dec 29,10,1.5,Jan 29,19,3.8,Feb 26,14,4.4,Mar 31,16,5.0,Apr 30,0,0.0,,,
1983,Dec 31,12,2.0,Jan 28,9,2.6,Feb 25,8,2.8,Mar 30,0,0.0,,,,,,
1984,Dec 27,16,1.8,Jan 27,10,2.6,Feb 24,11,2.6,Mar 28,4,1.2,Apr 27,0,0.0,,,
1985,Dec 28,17,3.2,Feb 01,19,4.0,Mar 01,23,6.2,Mar 29,22,6.4,Apr 26,0,0.0,,,
1986,Dec 28,11,1.9,Jan 31,13,3.2,Feb 28,20,5.2,Mar 28,8,2.6,,,,,,
1987,Jan 07,8,1.5,Jan 31,12,2.2,Feb 28,14,2.8,Apr 01,5,1.8,Apr 27,0,0.0,,,
1988,,,,Jan 22,9,1.6,Feb 29,10,2.6,Mar 28,4,1.2,Apr 28,0,0.0,,,
1989,Dec 29,10,1.6,Jan 30,14,3.2,Mar 08,26,7.0,Apr 03,23,7.0,Apr 29,0,0.0,,,
1990,Dec 28,8,1.3,Jan 30,14,3.0,Feb 25,15,3.9,Apr 03,5,1.8,Apr 29,1,0.2,,,
1991,,,,Jan 27,17,4.8,Feb 24,13,4.5,Mar 29,18,6.2,Apr 26,0,0.0,,,
1992,Dec 28,9,2.0,Jan 31,9,1.9,Feb 29,11,3.2,Mar 27,0,0.0,May 05,0,0.0,,,
1993,,,,Jan 30,20,4.6,Feb 25,28,5.5,Jul 01,9,2.9,Apr 27,0,0.0,,,
1994,Dec 22,10,1.9,Mar 01,12,2.8,May 01,,3.9,Jul 01,,2.7,May 04,0,0.0,,,
1995,Dec 31,9,2.5,Feb 04,8,2.6,Feb 25,3,1.2,Mar 28,1,0.1,Apr 29,0,0.0,,,
1996,Dec 29,5,1.3,,,,Mar 01,12,3.9,Mar 26,13,4.8,Apr 30,0,0.0,,,
1997,Jan 01,,4.1,Feb 02,30,8.4,Feb 25,31,9.0,Mar 30,27,9.0,Apr 30,6,2.3,,,
1998,Jan 03,6,1.2,Jan 27,9,2.0,Feb 24,9,2.8,Mar 29,8,2.3,Apr 28,0,0.0,,,
1999,Jan 01,,2.3,Jan 31,13,2.8,Feb 22,18,4.6,Mar 23,10,3.2,Apr 24,0,0.0,,,
2000,Dec 30,5,1.0,Jan 25,14,2.8,Feb 29,15,3.6,Mar 28,11,3.4,Apr 29,0,0.0,,,
2001,Dec 31,13,2.6,Jan 31,15,3.2,Feb 27,23,5.1,Mar 27,12,3.4,Apr 29,0,0.0,,,
2002,Dec 30,11,1.8,Jan 29,13,2.9,Mar 05,15,4.0,Mar 26,23,5.9,Apr 30,0,0.0,,,
2003,Dec 31,7,1.2,Feb 02,6,2.2,Feb 25,9,2.4,Mar 28,8,2.4,Apr 29,0,0.0,,,
2004,Dec 31,12,2.4,Feb 03,17,4.3,Feb 24,16,4.8,Mar 30,5,1.5,Apr 27,0,0.0,,,
2005,Dec 29,0,0.0,Jan 30,5,1.3,Mar 01,4,1.4,Mar 29,4,1.1,Apr 26,0,0.0,,,
2006,,,,Feb 07,14,3.6,Mar 02,15,4.3,Apr 07,4,1.7,Apr 28,0,0.0,,,
2007,Dec 29,12,2.8,Feb 01,15,3.6,Feb 28,22,5.3,Mar 30,2,0.4,May 01,0,0.0,,,
2008,Dec 31,14,2.6,Jan 29,23,5.0,Mar 04,24,6.4,Apr 01,25,7.2,Apr 30,7,2.4,,,
2009,Dec 30,18,3.2,Jan 28,19,4.8,Feb 26,23,5.7,Mar 29,22,7.1,Apr 29,1,0.2,,,
2010,Dec 29,3,0.5,Jan 27,9,1.8,Feb 24,9,2.6,Mar 30,2,0.6,Apr 29,0,0.0,,,
2011,Jan 02,22,4.1,Jan 27,16,4.8,Mar 03,27,7.3,Mar 30,22,7.0,Apr 29,6,1.8,,,
2012,Dec 28,9,2.5,Jan 27,16,4.4,Feb 27,19,5.2,Mar 30,16,5.9,Apr 26,0,0.0,,,
2013,,,,Jan 31,11,3.2,Feb 27,13,2.9,Mar 25,6,1.5,Apr 26,0,0.0,,,
2014,Dec 30,7,1.0,Feb 27,20,4.6,,,,Mar 25,0,0.0,Apr 24,0,0.0,,,
2015,,,,Jan 27,8,2.4,Feb 25,0,0.0,Mar 25,0,0.0,Apr 27,0,0.0,,,
