#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 15C05: Pierce Ranger Station, ID
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Pierce Ranger Station (15C05) 
# Idaho  SNOW COURSE/AERIAL MARKER Site - 3101 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:06:37 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1951,,,,Feb 01,31,8.8,Mar 01,34,10.2,Mar 30,33,11.6,,,,,,
1952,Jan 02,40,9.6,Feb 01,39,12.4,Feb 29,47,15.0,Mar 31,44,15.0,May 01,1,0.5,,,
1953,Dec 31,18,3.3,Jan 30,21,6.8,Feb 27,24,7.8,Mar 30,19,6.7,,,,,,
1954,Jan 03,21,4.8,Jan 29,41,10.3,Feb 27,33,10.6,Mar 30,24,8.2,,,,,,
1955,,,,Jan 31,27,6.9,Feb 28,40,10.0,Apr 01,47,16.2,Apr 29,30,12.4,,,
1956,Dec 30,26,9.0,Feb 01,45,13.4,Mar 01,61,14.4,Apr 02,45,15.2,Apr 30,2,0.7,,,
1957,Dec 31,15,4.4,Feb 04,56,12.2,Mar 04,36,13.6,Mar 28,32,13.2,Apr 29,3,0.7,,,
1958,Jan 02,22,5.5,Jan 29,30,8.2,Feb 27,28,9.3,Mar 27,21,8.0,Apr 28,0,0.0,,,
1959,Jan 02,15,2.9,Jan 29,27,7.4,Feb 26,31,9.6,Mar 30,21,8.0,Apr 27,0,0.0,,,
1960,Dec 31,16,3.2,Jan 29,23,6.6,Feb 26,34,9.2,Mar 30,26,8.4,Apr 28,0,0.0,,,
1961,Dec 28,16,3.2,Jan 27,15,4.0,Feb 24,19,6.5,Mar 29,14,5.0,May 01,0,0.0,,,
1962,Dec 29,36,8.8,Jan 30,39,10.7,Feb 27,34,11.0,Apr 03,26,9.6,May 01,0,0.0,,,
1963,Dec 29,0,0.0,Jan 30,15,3.1,Feb 25,11,4.0,Mar 29,7,2.5,May 01,0,0.0,May 30,0,0.0
1964,Dec 27,19,4.4,Jan 27,43,11.4,Feb 26,43,13.2,Mar 27,60,18.1,Apr 27,22,9.7,,,
