#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 2B06P: Barnes Creek Pillow, BC
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Barnes Creek Pillow (2B06P) 
# British Columbia  SNOW COURSE/AERIAL MARKER Site - 5315 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 10:51:07 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1993,Jan 01,,12.5,Feb 01,,16.6,Mar 01,,18.8,Apr 01,,19.8,May 01,,21.0,Jun 01,,0.0
1994,Jan 05,,11.1,Feb 01,,16.4,Mar 01,,20.0,Apr 01,,22.9,May 01,,19.6,Jun 01,,0.0
1995,Jan 05,,10.1,Feb 01,,12.8,Mar 01,,14.5,Apr 01,,18.3,May 01,,17.5,Jun 01,,0.0
1996,Jan 01,,15.9,Feb 01,,18.9,Mar 01,,22.9,Apr 01,,25.1,May 01,,26.4,Jun 01,,20.2
1997,Jan 01,,15.9,Feb 01,,22.3,Mar 01,,27.2,Apr 01,,30.4,May 01,,32.3,Jun 01,,9.3
1998,Jan 01,,8.4,Feb 01,,12.0,Mar 01,,13.6,Apr 01,,17.3,May 01,,16.1,Jun 01,,0.0
1999,Jan 01,,11.8,Feb 01,,21.3,Mar 01,,24.8,Apr 01,,28.5,May 01,,29.8,Jun 01,,14.6
2000,Jan 01,,11.2,Feb 01,,14.0,Mar 01,,17.7,Apr 01,,22.4,May 01,,24.2,Jun 01,,13.6
2001,Jan 01,,6.2,Feb 01,,8.1,Mar 01,,9.3,Apr 01,,12.8,May 01,,14.2,Jun 01,,0.0
2002,Jan 01,,10.0,Feb 01,,14.2,Mar 01,,17.2,Apr 01,,21.1,May 01,,20.8,Jun 01,,12.5
2003,Jan 01,,10.2,Feb 01,,13.3,Mar 01,,16.2,Apr 01,,23.1,May 01,,25.4,Jun 01,,13.6
2004,Jan 01,,7.2,Feb 01,,12.4,Mar 01,,14.9,Apr 01,,18.9,May 01,,14.9,Jun 01,,0.0
2005,Jan 01,,14.2,Feb 01,,17.1,Mar 01,,18.3,Apr 01,,23.0,May 01,,23.7,Jun 01,,0.0
2006,Jan 01,,6.8,Feb 01,,12.4,Mar 01,,15.8,Apr 01,,17.8,May 01,,18.6,Jun 01,,0.0
2007,Jan 01,,9.6,Feb 01,,14.2,Mar 01,,17.1,Apr 01,,20.9,May 01,,22.0,Jun 01,,0.0
2008,Jan 01,,9.1,Feb 01,,12.5,Mar 01,,16.7,Apr 01,,22.0,May 01,,25.2,Jun 01,,10.9
2009,Jan 01,,9.6,Feb 01,,15.6,Mar 01,,18.7,Apr 01,,22.9,May 01,,23.1,Jun 01,,12.1
2010,Jan 01,,9.3,Feb 01,,12.0,Mar 01,,13.4,Apr 01,,15.8,May 01,,14.6,Jun 01,,4.4
2011,Jan 01,,6.8,Feb 01,,13.9,Mar 01,,17.6,Apr 01,,23.5,May 01,,29.4,Jun 01,,24.8
2012,Jan 01,,9.2,Feb 01,,12.8,Mar 01,,17.1,Apr 01,,22.4,May 01,,23.5,Jun 01,,8.9
2013,Jan 01,,9.3,Feb 01,,13.9,Mar 01,,17.2,Apr 01,,21.6,May 01,,27.3,Jun 01,,4.1
2014,Jan 01,,9.8,Feb 01,,14.4,Mar 01,,17.4,Apr 01,,22.4,May 01,,26.7,Jun 01,,14.2
2015,Jan 01,,8.6,Feb 01,,13.5,Mar 01,,15.2,Apr 01,,19.6,May 01,,19.2,Jun 01,,0.0
2016,,,,Feb 01,,14.8,Mar 01,,19.8,Apr 01,,24.8,May 01,,20.8,Jun 01,,0.1
2017,Jan 01,,5.1,Feb 01,,6.2,Mar 01,,8.9,Apr 01,,16.3,May 01,,21.6,Jun 01,,1.1
2018,Jan 01,,9.8,Feb 01,,16.5,Mar 01,,24.9,Apr 01,,30.5,May 01,,31.3,Jun 01,,0.6
2019,Jan 01,,11.4,Feb 01,,13.6,Mar 01,,16.1,Apr 01,,16.2,May 01,,13.6,Jun 01,,0.0
2020,Jan 01,,15.2,Feb 01,,20.4,Mar 01,,25.3,Apr 01,,28.8,May 01,,25.7,Jun 01,,6.5
