#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 10D06: Independence, MT
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Independence (10D06) 
# Montana  SNOW COURSE/AERIAL MARKER Site - 7850 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:08:56 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1940,,,,,,,,,,Mar 30,45,13.7,,,,,,
1941,,,,,,,Feb 27,34,6.6,Mar 30,38,10.3,,,,,,
1942,,,,,,,Feb 26,48,11.5,Mar 30,48,13.9,,,,,,
1943,,,,,,,Mar 01,68,24.3,Mar 31,72,27.2,,,,,,
1944,,,,,,,Mar 01,38,9.7,Mar 30,55,13.5,,,,,,
1945,,,,,,,Mar 01,38,9.7,Mar 30,57,13.8,,,,,,
1946,,,,,,,,,,Mar 29,66,20.7,,,,,,
1947,,,,,,,,,,Apr 03,70,22.7,,,,,,
1948,,,,,,,Mar 05,65,20.8,,,,,,,,,
1949,,,,,,,Mar 06,61,20.3,,,,May 01,39,16.5,,,
1950,,,,,,,Feb 27,60,14.2,Mar 26,70,21.2,,,,,,
1951,,,,,,,,,,Mar 28,59,19.2,,,,,,
1952,,,,,,,,,,Mar 26,78,22.2,,,,,,
1953,,,,,,,,,,Mar 25,53,19.7,,,,,,
1954,,,,,,,,,,Mar 25,58,19.4,,,,,,
1955,,,,,,,,,,,,,,,,,,
1956,,,,,,,,,,Apr 05,67,24.3,,,,,,
1957,,,,,,,,,,Mar 28,56,17.0,,,,,,
1958,,,,,,,,,,Apr 01,50,15.2,,,,,,
1959,,,,,,,,,,Apr 06,51,19.6,,,,,,
1960,,,,,,,Feb 17,40,9.0,Mar 16,50,12.2,,,,,,
1961,,,,,,,May 01,,13.4,Mar 17,49,15.2,Apr 28,49,16.8,,,
1962,,,,,,,Feb 26,59,18.4,Mar 26,59,19.8,Apr 30,38,15.2,,,
1963,,,,,,,Feb 25,47,13.8,Mar 25,51,15.4,Apr 30,50,17.6,,,
