#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 18E16: Blue Mountain Springs, OR
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Blue Mountain Springs (18E16) 
# Oregon  SNOW COURSE/AERIAL MARKER Site - 5900 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:12:15 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1929,,,,,,,,,,Apr 05,23,9.4,,,,,,
1930,,,,Feb 03,25,4.4,,,,Apr 04,10,4.1,,,,,,
1931,,,,Jan 25,32,3.6,,,,Mar 24,33,9.1,May 06,0,0.0,,,
1932,,,,Jan 20,47,13.7,,,,Mar 31,47,22.3,,,,,,
1933,,,,Jan 25,46,13.0,,,,Mar 24,55,22.4,,,,,,
1934,,,,,,,,,,,,,,,,,,
1935,,,,Jan 27,33,11.0,,,,Mar 27,32,11.0,,,,,,
1936,Dec 31,23,5.5,Jan 31,50,13.8,Feb 29,60,19.1,Mar 30,52,18.6,,,,,,
1937,Dec 30,16,2.9,Jan 29,42,8.3,Feb 28,47,15.8,Mar 31,38,16.5,Apr 30,21,9.3,,,
1938,Dec 30,17,5.4,Jan 29,26,8.9,Feb 26,42,19.3,Mar 29,56,23.4,,,,,,
1939,Dec 30,22,5.0,Jan 31,36,7.2,Mar 01,52,14.2,Mar 30,32,12.0,,,,,,
1940,Dec 28,6,1.0,Jan 29,17,3.7,Mar 07,35,10.2,Mar 30,26,9.8,May 01,0,0.0,,,
1941,Dec 30,29,6.9,Jan 31,43,14.0,Mar 02,41,13.8,Mar 30,25,10.4,,,,,,
1942,Dec 30,18,3.7,Jan 30,26,6.9,Mar 03,44,13.2,Mar 28,39,13.3,,,,,,
1943,Dec 31,61,16.7,Jan 30,77,23.5,Feb 23,65,23.4,Apr 01,55,22.4,,,,,,
1944,Dec 28,10,2.0,Jan 31,19,4.1,Mar 02,31,7.4,Mar 29,27,8.0,,,,,,
1945,Dec 28,15,3.2,Jan 29,19,4.7,Feb 28,37,10.4,Mar 28,48,14.2,,,,,,
