#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER QRS: Quinn Ranger Station, CA
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Quinn Ranger Station (QRS) 
# California  SNOW COURSE/AERIAL MARKER Site - 8350 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:11:57 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1930,,,,,,,Feb 23,,8.8,,,,,,,,,
1931,,,,,,,,,,Mar 26,,6.8,,,,,,
1932,,,,,,,,,,Mar 30,,32.6,,,,,,
1933,,,,,,,,,,Mar 30,,22.6,,,,,,
1934,,,,,,,,,,Mar 24,,6.9,,,,,,
1935,,,,,,,,,,,,,,,,,,
1936,,,,,,,,,,Apr 11,,33.0,,,,,,
1937,,,,,,,,,,Apr 03,,33.0,,,,,,
1938,,,,,,,,,,Apr 01,,37.2,,,,,,
1939,,,,,,,,,,Mar 30,,15.0,,,,,,
1940,,,,,,,,,,Mar 31,,29.9,,,,,,
1941,,,,,,,,,,Mar 26,,38.8,,,,,,
1942,,,,,,,,,,Mar 29,,23.7,,,,,,
1943,,,,,,,,,,Mar 31,,32.5,,,,,,
1944,,,,,,,,,,Mar 28,,22.4,,,,,,
1945,,,,,,,,,,Mar 30,,25.1,,,,,,
1946,,,,,,,,,,Mar 27,,19.2,,,,,,
1947,,,,,,,,,,Mar 26,,11.2,,,,,,
1948,,,,,,,,,,Mar 31,,14.6,,,,,,
1949,,,,,,,,,,Mar 30,,20.1,,,,,,
1950,,,,,,,,,,Mar 29,,17.6,,,,,,
1951,,,,,,,,,,Mar 28,,1.6,,,,,,
1952,,,,,,,,,,Apr 07,,49.1,,,,,,
1953,,,,,,,,,,Mar 27,,17.4,,,,,,
1954,,,,,,,,,,Mar 31,,21.3,,,,,,
1955,,,,,,,Feb 25,,13.5,Mar 25,,13.5,,,,,,
1956,,,,,,,,,,Mar 27,,12.8,,,,,,
1957,,,,,,,Feb 27,,13.6,Mar 27,,14.4,,,,,,
1958,,,,,,,,,,,,,,,,,,
1959,,,,,,,Feb 25,,12.7,Apr 01,,5.7,,,,,,
