#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER VNN: Vernon Lake, CA
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Vernon Lake (VNN) 
# California  SNOW COURSE/AERIAL MARKER Site - 6700 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:07:56 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1947,,,,Jan 30,,12.8,Feb 25,,12.8,Mar 30,,11.5,,,,,,
1948,,,,Jan 27,,1.5,Feb 29,,6.7,Mar 30,,17.9,May 01,,22.4,,,
1949,,,,Jan 27,,15.3,Feb 27,,24.0,Mar 26,,33.6,Apr 30,,14.4,,,
1950,,,,Feb 02,,22.4,Feb 26,,25.9,Mar 29,,30.1,May 03,,21.8,,,
1951,,,,Feb 01,,8.9,Feb 28,,13.3,Mar 28,,13.9,May 01,,2.0,,,
1952,,,,Feb 02,,39.2,Feb 27,,45.6,Mar 26,,56.9,,,,,,
1953,,,,Jan 28,,24.2,Feb 26,,23.9,Mar 26,,25.7,,,,,,
1954,,,,Feb 03,,13.0,Feb 26,,20.6,Mar 26,,27.1,May 04,,7.1,,,
1955,,,,Jan 28,,14.2,Feb 28,,17.7,Mar 25,,14.6,May 03,,7.9,,,
1956,,,,Jan 29,,30.3,Feb 27,,32.4,Mar 27,,28.3,May 01,,12.6,,,
1957,,,,Jan 30,,11.9,Feb 27,,15.0,Mar 27,,17.9,May 01,,7.9,,,
1958,,,,Jan 29,,10.9,Feb 26,,22.0,Mar 26,,35.2,Apr 29,,37.0,,,
1959,,,,Jan 28,,7.1,Feb 25,,17.8,Mar 27,,10.5,Apr 30,,0.0,,,
1960,,,,Jan 26,,8.9,Feb 26,,17.3,Mar 28,,16.2,Apr 29,,3.3,,,
1961,,,,Jan 28,,4.9,Mar 01,,7.6,Mar 29,,12.4,Apr 26,,1.9,,,
1962,,,,Jan 27,,11.9,Mar 01,,28.1,Mar 27,,35.9,May 01,,14.8,,,
1963,,,,,,,Mar 01,,0.0,Mar 29,,7.2,May 01,,12.5,,,
