#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 19L17: Lobdell Lake, CA
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Lobdell Lake (19L17) 
# California  SNOW COURSE/AERIAL MARKER Site - 9200 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:01:45 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1964,,,,Jan 27,31,8.1,Feb 27,28,9.8,Mar 27,37,12.9,,,,,,
1965,,,,Feb 01,46,16.1,Mar 03,42,16.8,Apr 04,46,16.5,,,,,,
1966,,,,Jan 26,40,13.8,Mar 04,46,14.7,Mar 30,36,15.1,,,,,,
1967,,,,Feb 01,62,18.0,Mar 01,51,19.9,Apr 12,84,31.9,,,,,,
1968,,,,Feb 01,28,8.4,Mar 01,23,7.6,Mar 30,24,8.2,,,,,,
1969,,,,Jan 29,96,26.9,Feb 27,114,41.0,Mar 28,96,40.3,,,,,,
1970,,,,Jan 26,36,11.5,Mar 03,41,13.5,Mar 24,28,11.2,,,,,,
1971,,,,Jan 27,36,13.3,Feb 26,38,14.4,Apr 03,30,11.1,,,,,,
1972,,,,Jan 29,39,10.9,Feb 26,30,10.5,Mar 31,13,6.6,,,,,,
1973,,,,Jan 28,64,20.5,Feb 25,56,17.9,Mar 25,62,23.6,,,,,,
1974,,,,Jan 30,38,14.4,Mar 04,58,16.0,Mar 31,48,18.7,,,,,,
1975,,,,Jan 29,24,6.2,Feb 23,48,13.9,Mar 30,72,23.0,,,,,,
1976,,,,Jan 23,4,1.0,Feb 27,9,2.3,Mar 25,14,4.6,May 01,0,0.0,,,
1977,Dec 27,0,0.0,Jan 26,11,2.1,Feb 26,13,2.2,Mar 29,14,3.8,Apr 26,0,0.0,,,
1978,Dec 30,32,8.8,Jan 24,58,17.7,Feb 24,68,23.5,Mar 28,59,24.5,Apr 26,57,26.0,,,
1979,Dec 27,22,4.4,Jan 26,46,10.0,Feb 27,55,14.4,Mar 29,58,19.1,Apr 25,42,16.6,,,
1980,Dec 27,29,5.2,Jan 30,48,14.4,Feb 26,82,23.4,Mar 28,80,29.4,Apr 25,57,25.0,,,
1981,Dec 29,14,3.0,Feb 02,40,8.1,Feb 27,26,8.3,Mar 30,49,13.0,Apr 29,14,5.6,,,
1982,,,,Jan 29,59,17.3,Feb 23,60,19.8,Apr 08,78,26.5,Apr 27,58,22.9,,,
1983,Jan 01,58,15.1,Jan 25,69,18.6,Mar 04,103,33.2,Apr 01,90,35.1,May 01,91,38.4,,,
1984,Jan 01,,15.3,Jan 25,44,13.8,Feb 28,53,18.2,Mar 27,44,15.7,May 01,32,16.2,,,
1985,Jan 01,26,6.7,Jan 29,34,8.5,Feb 25,37,10.7,Apr 01,60,16.2,Apr 30,16,6.3,,,
1986,Jan 01,21,5.5,Jan 27,27,7.5,Feb 25,86,22.5,Mar 25,79,30.5,Apr 30,54,21.6,,,
