#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 15B21: Humboldt Gulch (Disc), ID
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Humboldt Gulch (disc) (15B21) 
# Idaho  SNOW COURSE/AERIAL MARKER Site - 4250 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:02:55 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1961,,,,,,,May 01,,14.6,,,,,,,,,
1962,,,,,,,,,,,,,,,,,,
1963,,,,,,,,,,,,,,,,,,
1964,,,,,,,,,,,,,,,,,,
1965,,,,,,,,,,,,,,,,,,
1966,,,,,,,,,,,,,,,,,,
1967,,,,,,,,,,Jul 01,,20.5,,,,,,
1968,,,,,,,,,,Jul 01,,10.5,,,,,,
1969,,,,,,,,,,Jul 01,,22.3,,,,,,
1970,,,,,,,,,,Jul 01,,16.4,,,,,,
1971,,,,,,,May 01,,20.9,Jul 01,,24.5,Sep 01,,17.4,,,
1972,Jan 01,,10.6,,,,May 01,,21.2,Jul 01,,25.7,Sep 01,,23.1,,,
1973,Jan 01,,4.4,Mar 01,,7.3,May 01,,6.7,Jul 01,,8.1,Sep 01,,0.1,,,
1974,Jan 01,,7.4,Mar 01,,13.3,May 01,,20.1,Jul 01,,22.9,Sep 01,,20.7,,,
1975,Jan 01,,7.7,Mar 01,,12.4,May 01,,18.8,Jul 01,,23.5,Sep 01,,24.4,,,
1976,Jan 01,,6.6,Mar 01,,12.0,May 01,,16.7,Jul 01,,20.9,Sep 01,,18.1,,,
1977,Jan 01,,4.7,Mar 01,,5.7,May 01,,6.9,Jul 01,,11.3,Sep 01,,1.2,,,
1978,Jan 01,,8.3,Mar 01,,12.0,May 01,,14.4,Jul 01,,12.6,Sep 01,,8.8,,,
1979,Jan 01,,8.6,Mar 01,,10.9,May 01,,17.5,Jul 01,,15.7,Sep 01,,12.8,,,
1980,Jan 01,,4.4,Mar 01,,8.2,May 01,,9.3,Jul 01,,13.1,Sep 01,,2.9,,,
1981,Jan 01,,3.0,Mar 01,,4.2,May 01,,7.2,Jul 01,,4.6,Sep 01,,1.5,,,
