#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 21A04: Beaver Creek Trail, WA
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Beaver Creek Trail (21A04) 
# Washington  SNOW COURSE/AERIAL MARKER Site - 2200 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:08:20 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1944,,,,,,,Feb 23,9,2.7,Mar 25,6,1.5,,,,,,
1945,,,,,,,Feb 28,0,0.0,Mar 30,9,3.2,,,,,,
1946,,,,,,,Mar 02,58,23.6,Apr 05,44,19.7,,,,,,
1947,Jan 02,28,6.8,Feb 02,50,14.3,Mar 01,36,13.2,Mar 31,14,5.2,,,,,,
1948,Jan 02,23,4.6,Feb 02,34,10.9,Feb 28,47,15.2,Apr 04,46,17.5,Apr 29,21,8.6,,,
1949,,,,Jan 30,57,17.6,,,,Mar 31,61,25.2,Apr 29,24,10.6,,,
1950,,,,,,,Feb 27,52,18.4,Mar 31,52,22.1,Apr 29,33,14.7,,,
1951,,,,,,,Feb 26,59,20.4,Apr 02,51,20.0,May 01,14,5.7,,,
1952,,,,,,,Feb 29,43,16.0,Apr 01,33,14.3,May 01,0,0.0,,,
1953,,,,,,,Feb 27,39,14.1,Apr 01,27,10.8,,,,,,
1954,,,,,,,Feb 27,71,28.1,Apr 03,68,26.3,Apr 29,51,20.9,,,
1955,,,,,,,,,,Mar 31,42,14.8,May 02,20,8.7,,,
1956,,,,,,,,,,Mar 29,86,35.7,May 01,51,23.3,,,
1957,,,,,,,Feb 28,42,13.9,Apr 01,30,13.2,Apr 28,3,1.3,,,
1958,,,,,,,Feb 26,16,6.5,Apr 01,6,1.9,Apr 30,0,0.0,,,
1959,,,,,,,Feb 27,31,10.4,Mar 29,26,8.7,May 01,0,0.0,,,
1960,,,,,,,Feb 27,22,7.1,Mar 31,20,8.0,Apr 28,0,0.0,,,
1961,,,,,,,Feb 27,32,9.7,Mar 29,19,6.9,Apr 27,0,0.0,,,
1962,,,,,,,Feb 26,7,2.4,Mar 28,17,7.3,Apr 30,0,0.0,,,
