#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 51K01: Bridge Creek, AK
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Bridge Creek (51K01) 
# Alaska  SNOW COURSE/AERIAL MARKER Site - 1300 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 10:59:32 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1972,,,,Mar 01,38,9.2,Mar 03,41,12.1,Mar 30,49,14.4,May 03,47,13.7,,,
1973,,,,Feb 02,35,5.4,Mar 02,28,6.5,Apr 02,34,8.4,May 01,32,8.6,,,
1974,,,,Feb 01,29,6.5,Feb 28,37,8.4,Apr 01,31,7.6,May 01,30,7.8,,,
1975,,,,Jan 30,34,9.0,Feb 28,60,13.9,Mar 31,58,17.7,May 03,60,19.7,,,
1976,,,,Jan 24,26,6.0,Feb 25,33,9.6,Mar 31,47,13.6,May 01,41,14.6,,,
1977,,,,Jan 31,33,11.2,Mar 02,41,12.3,Mar 31,51,17.3,Apr 28,48,17.8,,,
1978,,,,Feb 01,25,4.7,Mar 02,48,11.7,Apr 03,45,14.2,May 01,35,13.1,,,
1979,,,,Jan 30,45,11.3,Mar 01,41,12.5,Mar 28,46,13.3,Sep 01,42,13.6,,,
1980,,,,Jan 29,44,11.8,Feb 26,57,17.0,Mar 31,72,19.6,Apr 29,66,23.0,,,
1981,,,,Feb 02,29,7.3,Feb 25,33,8.0,Apr 01,47,14.7,May 01,36,1.2,,,
1982,,,,Jan 26,34,8.6,Mar 01,30,8.2,Mar 31,34,10.1,Apr 28,40,11.0,,,
1983,,,,Jan 27,25,6.0,Mar 01,30,8.6,Apr 01,30,9.3,May 02,25,7.5,,,
1984,,,,Feb 02,29,5.9,Mar 01,36,9.8,Mar 29,29,9.2,May 02,33,11.1,,,
1985,,,,Jan 29,15,2.8,Feb 26,23,5.0,Mar 28,46,12.4,Apr 29,42,13.8,,,
1986,,,,Jan 30,22,6.3,Feb 26,33,7.8,Mar 26,31,8.7,May 04,18,6.1,,,
