#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 49M01: Arctic Valley 1, AK
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Arctic Valley 1 (49M01) 
# Alaska  SNOW COURSE/AERIAL MARKER Site - 500 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:01:35 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1964,,,,Mar 01,4,0.8,Mar 04,6,1.0,Apr 07,11,1.8,May 08,0,0.0,,,
1965,,,,Mar 01,17,3.3,Mar 05,18,4.0,Mar 31,0,0.0,Sep 01,0,0.0,,,
1966,,,,Feb 04,22,5.0,Feb 25,25,5.3,Mar 31,19,3.2,May 02,0,0.0,,,
1967,,,,Jan 31,17,2.8,Mar 01,20,3.5,Mar 31,11,2.2,May 01,0,0.0,,,
1968,,,,Jan 31,8,1.6,Feb 28,0,0.0,Apr 02,0,0.0,May 01,0,0.0,,,
1969,,,,Jan 29,17,3.1,Feb 26,23,4.4,Apr 01,15,3.5,Apr 30,0,0.0,,,
1970,,,,Feb 03,14,1.3,Feb 26,5,1.3,Apr 03,5,0.5,May 01,0,0.0,,,
1971,,,,Jan 28,4,0.5,Feb 24,9,1.3,Apr 02,10,2.4,May 04,0,0.0,,,
1972,,,,Jan 31,16,2.9,Mar 01,17,3.0,Mar 31,19,4.4,May 01,0,0.0,,,
1973,,,,Jan 30,20,3.2,Feb 28,19,3.8,Apr 02,17,3.4,Apr 30,0,0.0,,,
1974,,,,Feb 01,8,1.5,Feb 27,13,2.4,Apr 01,5,1.3,Apr 30,0,0.0,,,
1975,,,,Jan 30,23,5.7,Feb 28,29,7.0,Mar 28,29,7.4,May 01,11,4.0,,,
1976,,,,Feb 02,10,1.3,Mar 02,9,1.6,Mar 31,13,2.8,May 03,0,0.0,,,
1977,,,,Feb 01,1,0.2,Feb 25,1,0.2,Apr 01,6,1.0,Apr 30,0,0.0,,,
1978,,,,Feb 01,16,2.8,Feb 28,16,3.8,Apr 02,11,3.1,Apr 27,0,0.0,,,
1979,,,,Feb 05,20,3.9,Feb 27,19,3.6,Mar 30,19,5.4,Apr 27,0,0.0,,,
1980,,,,Jan 31,12,3.2,Feb 28,10,3.4,Mar 31,3,1.7,Apr 30,0,0.0,,,
1981,,,,Feb 04,2,0.4,Mar 02,8,1.1,Apr 01,1,0.2,May 01,0,0.0,,,
1982,,,,Jan 29,12,2.8,Feb 26,9,2.6,Mar 30,0,0.0,Apr 29,0,0.0,,,
1983,,,,Jan 28,10,2.4,Feb 25,12,2.8,Mar 30,10,3.0,May 03,0,0.0,,,
1984,,,,Jan 31,18,3.8,Feb 29,24,5.5,Apr 02,15,3.6,May 01,1,0.4,,,
1985,,,,Feb 01,0,0.0,Mar 05,6,1.7,Apr 01,10,2.5,Apr 30,0,0.0,,,
1986,,,,Jan 30,1,0.1,Feb 27,7,0.9,Mar 31,14,2.0,Apr 29,0,0.0,,,
1987,,,,Jan 29,13,2.5,Feb 27,12,3.6,Mar 30,3,1.2,Apr 29,0,0.0,,,
1988,,,,Jan 28,19,4.5,Feb 26,20,5.0,Mar 31,20,4.8,Apr 29,0,0.0,,,
1989,,,,Feb 06,19,3.8,Feb 28,18,4.2,Mar 29,12,3.4,May 01,0,0.0,,,
