#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 11J41: Lambs Canyon, UT
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Lambs Canyon (11J41) 
# Utah  SNOW COURSE/AERIAL MARKER Site - 7463 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:00:21 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1969,Dec 27,34,7.6,,,,,,,,,,,,,,,
1970,Dec 30,32,8.6,,,,,,,,,,,,,,,
1971,Dec 31,44,11.8,,,,,,,,,,,,,,,
1972,Dec 29,36,10.8,Jan 28,55,15.0,Feb 28,52,18.1,Mar 30,36,14.5,Apr 27,23,10.2,May 31,0,0.0
1973,Dec 30,41,8.2,Jan 30,39,10.7,Mar 01,44,13.0,Mar 29,55,16.9,Apr 27,35,13.8,May 29,0,0.0
1974,Dec 27,36,7.8,Jan 30,51,14.4,Feb 27,54,17.3,Mar 28,39,15.4,Apr 29,28,11.6,May 29,0,0.0
1975,Dec 30,32,7.3,Jan 29,41,12.6,Feb 28,50,15.9,Mar 31,66,22.5,Apr 29,64,24.4,May 30,11,4.3
1976,Dec 29,29,7.8,Jan 29,38,11.5,Feb 26,47,14.0,Mar 29,63,18.8,Apr 29,31,12.0,May 28,0,0.0
1977,Dec 27,6,0.2,Jan 27,15,2.6,Feb 25,34,5.9,Mar 31,42,11.6,Apr 29,0,0.0,May 31,0,0.0
1978,Dec 28,24,7.2,Jan 30,42,12.4,Feb 27,49,16.0,Mar 30,40,18.0,Apr 28,26,11.5,May 31,0,0.0
1979,Dec 28,29,7.1,Jan 29,39,10.2,Feb 27,54,15.0,Mar 29,43,14.6,Apr 30,16,6.1,May 30,0,0.0
1980,Dec 27,19,3.9,Jan 31,43,10.4,Feb 28,52,16.1,Mar 27,69,21.8,May 01,21,8.2,May 30,0,0.0
1981,Dec 30,16,2.6,Jan 29,24,4.4,Feb 26,29,5.7,Mar 26,39,10.5,Apr 30,0,0.0,May 29,0,0.0
1982,Dec 30,41,8.7,Jan 29,56,16.4,Feb 25,48,17.8,Mar 30,67,23.1,Apr 29,34,15.5,,,
