#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 21C08: Bumping Lake (Disc), WA
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Bumping Lake (disc) (21C08) 
# Washington  SNOW COURSE/AERIAL MARKER Site - 3450 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:12:59 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1915,Dec 31,21,4.4,Jan 31,31,7.6,Feb 28,36,11.0,Mar 31,17,6.3,,,,,,
1916,,,,,,,,,,,,,May 15,43,17.2,,,
1917,,,,Jan 31,41,11.7,Feb 28,42,11.3,Mar 31,48,13.4,,,,,,
1918,,,,,,,Feb 28,34,8.3,Mar 31,30,9.6,,,,,,
1919,,,,,,,,,,Mar 31,42,13.0,,,,,,
1920,,,,,,,,,,,,,,,,,,
1921,,,,Jan 31,53,15.2,Feb 28,48,17.1,Mar 31,44,17.5,,,,,,
1922,,,,,,,,,,Mar 31,50,14.5,Apr 20,38,13.9,,,
1923,,,,Jan 31,47,15.8,Feb 28,48,16.4,Mar 31,40,15.1,,,,,,
1924,,,,,,,Feb 29,23,8.0,Mar 31,17,5.6,Apr 30,0,0.0,,,
1925,,,,Jan 31,37,11.6,Feb 28,43,14.5,Mar 31,31,11.2,Apr 30,0,0.0,,,
1926,,,,Jan 31,23,4.8,Feb 28,27,7.4,Mar 31,0,0.0,Apr 30,0,0.0,,,
1927,Dec 31,29,7.5,Jan 31,60,15.3,Feb 28,72,19.3,Mar 31,56,18.6,Apr 30,25,11.0,,,
1928,,,,,,,,,,,,,,,,,,
1929,Dec 31,37,5.9,Jan 31,51,10.4,Feb 28,40,11.6,Mar 31,26,10.4,,,,,,
1930,Dec 31,27,7.3,Jan 31,35,9.4,Feb 28,34,10.3,,,,,,,,,
1931,Dec 31,25,4.1,Jan 31,32,9.7,Feb 28,37,10.3,Mar 31,27,8.6,Apr 30,0,0.0,,,
1932,Dec 31,39,7.5,Jan 31,45,10.5,Feb 29,34,12.0,Mar 31,27,10.7,,,,,,
