#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER ATS: Antelope Springs, CA
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Antelope Springs (ATS) 
# California  SNOW COURSE/AERIAL MARKER Site - 4350 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:09:03 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1939,,,,Feb 13,43,10.4,Mar 02,21,8.4,Apr 04,0,0.0,,,,,,
1940,,,,,,,,,,Apr 03,0,0.0,,,,,,
1941,,,,Jan 28,10,3.6,Feb 26,0,0.0,Apr 03,0,0.0,May 05,0,0.0,,,
1942,,,,Jan 30,15,5.6,Feb 27,13,4.1,Mar 31,0,0.0,May 04,0,0.0,,,
1943,,,,Feb 03,0,0.0,Mar 02,2,0.4,Apr 01,0,0.0,Apr 29,0,0.0,,,
1944,,,,Feb 01,11,3.8,Mar 01,42,10.7,Mar 31,0,0.0,Apr 29,0,0.0,,,
1945,,,,Jan 29,0,0.0,Feb 28,0,0.0,Mar 31,12,4.2,May 01,0,0.0,,,
1946,,,,Feb 01,0,0.0,Feb 27,0,0.0,Apr 02,15,2.8,,,,,,
1947,,,,Jan 31,13,3.0,Mar 04,0,0.0,Apr 01,0,0.0,May 01,0,0.0,,,
1948,,,,,,,Mar 01,9,2.7,Mar 29,25,9.4,,,,,,
1949,,,,,,,,,,Mar 30,54,21.6,,,,,,
1950,,,,,,,,,,Mar 28,0,0.0,,,,,,
1951,,,,Jan 31,12,4.9,,,,,,,,,,,,
1952,,,,,,,,,,Apr 02,57,26.2,,,,,,
1953,,,,Feb 01,0,0.0,Mar 02,0,0.0,Mar 31,0,0.0,May 01,0,0.0,,,
1954,,,,Jan 30,0,0.0,Feb 27,0,0.0,Mar 31,0,0.0,,,,,,
1955,,,,Jan 31,0,0.0,Feb 25,0,0.0,Apr 05,0,0.0,May 09,0,0.0,,,
1956,,,,,,,,,,Mar 26,0,0.0,May 06,0,0.0,,,
1957,,,,,,,Mar 01,0,0.0,Apr 01,0,0.0,May 01,0,0.0,,,
