#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 21E07: Mc Kenzie, OR
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Mc Kenzie (21E07) 
# Oregon  SNOW COURSE/AERIAL MARKER Site - 4800 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:09:16 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1939,,,,Jan 25,62,21.0,,,,Apr 08,97,46.9,,,,,,
1940,,,,Jan 23,22,5.1,,,,Apr 05,41,17.2,,,,,,
1941,,,,,,,,,,Mar 28,38,14.8,,,,,,
1942,,,,Feb 04,58,18.0,,,,Apr 10,53,22.4,,,,,,
1943,,,,,,,,,,Mar 28,109,50.6,,,,,,
1944,,,,Jan 31,34,11.4,,,,Apr 01,58,25.2,,,,,,
1945,,,,,,,,,,Mar 25,83,27.9,,,,,,
1946,,,,,,,,,,Mar 25,148,65.8,,,,,,
1947,,,,,,,,,,,,,,,,,,
1948,,,,Feb 01,60,22.4,,,,Mar 28,124,46.6,,,,,,
1949,,,,Jan 30,112,45.0,Feb 27,163,64.2,Apr 03,160,67.9,,,,,,
1950,,,,Feb 05,124,41.5,Feb 26,111,53.8,Apr 01,132,65.8,,,,,,
1951,Jan 02,53,14.6,Feb 01,96,35.3,Mar 13,139,52.8,Apr 02,117,51.5,,,,,,
1952,Jan 01,104,32.6,Jan 30,125,42.7,Feb 27,137,55.9,Apr 06,138,65.1,,,,,,
1953,Dec 27,57,15.9,Feb 02,66,40.2,Mar 02,96,39.2,Apr 01,115,55.1,,,,,,
1954,Dec 28,37,13.9,Jan 30,103,37.0,Feb 27,105,42.4,Apr 02,110,46.8,,,,,,
1955,Jan 03,62,16.3,Jan 31,71,25.0,Mar 03,119,36.7,Apr 01,137,54.2,Apr 30,144,62.9,,,
1956,,,,Jan 28,100,42.7,Mar 07,177,60.3,Mar 30,156,70.5,May 03,107,66.0,,,
1957,Dec 29,33,13.3,Feb 04,75,24.9,Mar 01,72,30.2,Mar 28,93,39.1,May 01,65,35.7,,,
