#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 20K06: Sage Hen Creek, CA
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Sage Hen Creek (20K06) 
# California  SNOW COURSE/AERIAL MARKER Site - 6500 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:09:49 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1937,,,,,,,Mar 02,59,24.4,Apr 05,51,23.0,,,,,,
1938,,,,,,,Mar 01,84,27.6,Apr 02,93,37.0,,,,,,
1939,,,,,,,Mar 01,37,10.6,Apr 03,19,8.2,,,,,,
1940,,,,Feb 10,32,10.9,Mar 05,49,17.8,Apr 02,41,17.3,,,,,,
1941,,,,Feb 02,48,15.2,Mar 05,55,16.2,Mar 29,40,17.0,,,,,,
1942,,,,Jan 31,41,12.4,Feb 28,60,21.0,Mar 28,51,21.0,,,,,,
1943,,,,Feb 07,54,17.0,Feb 28,55,20.4,Mar 29,47,20.4,,,,,,
1944,,,,Jan 29,27,6.4,Feb 26,48,12.8,Apr 01,39,16.0,,,,,,
1945,,,,Feb 11,38,12.7,Mar 11,45,14.6,Apr 10,54,18.4,,,,,,
1946,,,,Feb 02,48,17.8,Mar 02,56,19.6,Apr 08,57,24.0,,,,,,
1947,,,,,,,Mar 02,28,10.4,Mar 27,26,10.6,,,,,,
1948,,,,,,,Mar 01,10,2.7,Mar 30,21,6.7,Apr 30,18,6.5,,,
1949,Jan 02,35,8.6,Jan 29,37,9.6,Feb 28,49,15.9,Apr 02,54,21.0,,,,,,
1950,,,,,,,Feb 24,55,21.4,Mar 31,60,24.2,,,,,,
1951,,,,,,,Mar 04,33,9.7,Apr 02,22,8.2,,,,,,
1952,,,,Jan 30,110,36.5,,,,Mar 31,113,45.3,,,,,,
1953,,,,Feb 01,48,17.6,Mar 01,50,18.0,Mar 27,53,21.0,,,,,,
1954,,,,Feb 04,30,9.3,Feb 26,49,14.6,Mar 25,52,15.4,,,,,,
1955,,,,Jan 31,38,11.5,Mar 04,52,15.2,Apr 03,38,10.7,,,,,,
1956,,,,Feb 01,65,23.0,Mar 01,88,29.6,Apr 05,59,25.6,May 01,32,14.6,,,
1957,,,,Feb 01,41,11.5,Mar 01,39,14.6,Apr 03,38,15.8,,,,,,
1958,,,,Jan 28,42,10.4,Feb 28,56,19.3,Mar 29,68,25.8,,,,,,
1959,,,,Jan 29,20,6.0,Mar 02,43,14.2,Apr 01,31,13.2,,,,,,
1960,,,,Feb 01,32,9.9,Feb 27,35,13.7,Mar 28,34,12.4,,,,,,
1961,,,,Feb 03,20,6.4,Mar 03,21,7.2,Mar 27,24,9.0,,,,,,
1962,,,,Feb 02,26,8.0,Mar 05,78,23.8,Mar 30,66,26.1,,,,,,
1963,,,,Jan 31,0,0.0,Mar 02,0,0.0,Apr 01,24,5.0,Apr 29,20,8.2,,,
1964,,,,Jan 31,45,12.0,Mar 02,48,12.7,Apr 03,41,13.8,,,,,,
1965,,,,Feb 03,49,18.5,Mar 03,47,18.8,Apr 02,42,16.9,,,,,,
1966,,,,Jan 28,42,14.0,Mar 02,57,17.5,Apr 01,32,12.7,,,,,,
1967,,,,Jan 30,64,19.6,Mar 02,55,22.1,Mar 31,71,29.0,Apr 28,80,34.2,,,
1968,,,,Jan 31,70,15.9,Feb 29,35,15.2,Mar 27,39,17.1,,,,,,
1969,,,,Feb 01,71,25.0,,,,Mar 28,84,36.6,May 01,53,24.8,,,
1970,,,,Jan 30,24,7.3,Feb 27,29,10.0,Mar 31,22,9.4,Apr 30,11,4.4,,,
1971,,,,Jan 27,60,22.6,Feb 23,53,21.0,Mar 30,61,26.6,Apr 26,49,19.0,,,
1972,,,,Jan 26,51,14.0,Mar 02,46,18.8,Mar 28,27,11.8,Apr 26,15,6.4,,,
1973,,,,Jan 30,58,15.2,Feb 28,68,21.7,Mar 27,60,22.4,Apr 26,32,12.6,,,
1974,,,,Jan 29,26,10.7,Feb 25,34,11.8,Apr 02,48,18.5,Apr 30,19,7.7,,,
1975,Dec 26,7,1.9,Jan 27,19,5.5,Feb 24,55,18.5,Mar 28,72,26.5,,,,,,
1976,Dec 01,7,1.3,Jan 26,12,2.5,Feb 23,21,5.8,Mar 26,21,7.7,,,,,,
1977,,,,Jan 31,12,2.7,Feb 24,19,4.2,Apr 02,17,6.1,,,,,,
