#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER QKA: Quaking Aspen, CA
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Quaking Aspen (QKA) 
# California  SNOW COURSE/AERIAL MARKER Site - 7000 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:09:48 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1937,,,,,,,,,,Apr 07,,30.1,,,,,,
1938,,,,,,,,,,Apr 02,,30.4,,,,,,
1939,,,,,,,,,,Mar 29,,10.9,,,,,,
1940,,,,,,,,,,Apr 02,,9.0,,,,,,
1941,,,,,,,,,,Apr 01,,26.8,,,,,,
1942,,,,,,,,,,Mar 30,,19.6,,,,,,
1943,,,,,,,,,,Mar 31,,13.2,,,,,,
1944,,,,,,,,,,Mar 30,,16.9,,,,,,
1945,,,,,,,,,,Apr 02,,19.0,,,,,,
1946,,,,,,,,,,Mar 27,,11.9,,,,,,
1947,,,,,,,,,,Mar 31,,0.7,,,,,,
1948,,,,,,,,,,Mar 31,,13.8,,,,,,
1949,,,,,,,Mar 01,,16.8,Apr 04,,23.2,,,,,,
1950,,,,,,,Mar 03,,11.7,Mar 30,,6.5,,,,,,
1951,,,,,,,Feb 27,,6.4,Mar 31,,1.9,,,,,,
1952,,,,,,,Feb 28,,30.7,Apr 04,,41.0,,,,,,
1953,,,,,,,Feb 22,,13.5,Apr 02,,7.0,,,,,,
1954,,,,,,,Feb 27,,13.2,Mar 29,,16.7,,,,,,
1955,,,,,,,Mar 01,,13.8,Mar 30,,6.8,,,,,,
1956,,,,,,,Feb 29,,8.6,Apr 02,,2.5,,,,,,
1957,,,,,,,Feb 25,,7.8,Mar 28,,3.4,,,,,,
1958,,,,,,,Feb 28,,18.3,Mar 31,,32.9,,,,,,
1959,,,,,,,Feb 24,,11.3,Mar 30,,1.0,,,,,,
1960,,,,,,,Mar 01,,14.6,Mar 31,,5.4,,,,,,
1961,,,,,,,Feb 28,,0.6,Mar 29,,4.7,,,,,,
1962,,,,,,,Mar 01,,22.1,Mar 28,,29.0,,,,,,
