#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 53N01: Farewell Lake (Discontinued), AK
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Farewell Lake (discontinued) (53N01) 
# Alaska  SNOW COURSE/AERIAL MARKER Site - 1090 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:00:40 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1967,,,,,,,Mar 05,23,4.7,Apr 03,22,5.2,,,,,,
1968,,,,,,,Mar 06,14,3.6,Apr 04,16,4.1,,,,,,
1969,,,,,,,Mar 02,16,2.9,Mar 31,17,3.3,,,,,,
1970,,,,,,,Mar 02,3,0.9,Apr 02,0,0.0,,,,,,
1971,,,,,,,Mar 03,30,5.0,Apr 01,26,5.8,,,,,,
1972,,,,,,,Feb 29,18,3.4,Apr 04,22,4.1,,,,,,
1973,,,,,,,Feb 26,12,2.2,Mar 26,14,2.7,,,,,,
1974,,,,,,,Feb 24,17,2.5,Mar 26,9,2.1,,,,,,
1975,,,,,,,May 01,21,3.8,Mar 25,26,5.2,,,,,,
1976,,,,,,,Feb 23,14,2.3,Mar 26,21,3.3,,,,,,
1977,,,,,,,Feb 23,13,2.5,Mar 28,15,2.9,,,,,,
1978,,,,,,,Feb 26,14,2.3,Mar 27,16,2.3,,,,,,
1979,,,,,,,Feb 25,15,2.6,Mar 25,12,2.5,,,,,,
1980,,,,Jan 29,24,3.9,Feb 26,20,3.5,Mar 26,19,3.9,,,,,,
1981,,,,Feb 11,10,2.0,Mar 08,6,1.5,Jul 01,8,1.6,,,,,,
1982,,,,,,,Feb 24,1,0.3,Mar 26,2,0.5,Apr 21,6,1.5,,,
1983,,,,Jan 27,15,3.4,Feb 28,17,3.7,Mar 29,11,2.9,,,,,,
1984,,,,,,,Feb 29,15,3.0,Mar 23,0,0.0,,,,,,
1985,,,,Jan 31,6,1.5,May 01,10,2.3,Mar 28,18,3.8,,,,,,
1986,,,,Jan 29,3,1.0,Feb 27,1,0.1,Jul 01,1,0.1,May 03,0,0.0,,,
1987,,,,Mar 01,7,1.5,Feb 25,4,1.0,Apr 04,0,0.0,May 05,0,0.0,,,
1988,,,,Jan 30,7,0.9,May 01,9,1.1,Mar 29,9,1.3,Apr 26,0,0.0,,,
1989,,,,,,,,,,Apr 02,9,1.8,May 01,0,0.0,,,
1990,,,,,,,,,,Jul 01,26,6.0,,,,,,
1991,,,,,,,,,,,,,,,,,,
