#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER CRA: Cora Lakes, CA
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Cora Lakes (CRA) 
# California  SNOW COURSE/AERIAL MARKER Site - 8400 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:09:06 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1939,,,,,,,,,,Mar 30,,19.0,,,,,,
1940,,,,,,,,,,Mar 31,,46.4,,,,,,
1941,,,,,,,,,,Mar 31,,61.7,,,,,,
1942,,,,,,,,,,Mar 28,,47.0,,,,,,
1943,,,,,,,,,,Mar 27,,44.4,,,,,,
1944,,,,,,,,,,Mar 30,,34.9,,,,,,
1945,,,,,,,,,,Apr 01,,49.8,,,,,,
1946,,,,,,,,,,,,,,,,,,
1947,,,,,,,,,,Mar 26,,23.2,,,,,,
1948,,,,,,,,,,Mar 31,,21.7,,,,,,
1949,,,,,,,,,,Apr 01,,39.1,,,,,,
1950,,,,,,,,,,Mar 31,,31.8,,,,,,
1951,,,,,,,,,,Apr 01,,19.8,,,,,,
1952,,,,Jan 25,,27.0,,,,,,,,,,,,
1953,,,,Jan 25,,26.5,,,,Mar 28,,28.4,,,,,,
1954,,,,Jan 31,,14.5,,,,Apr 02,,31.8,,,,,,
1955,,,,Jan 26,,21.4,,,,Apr 02,,26.5,,,,,,
1956,,,,,,,,,,Apr 05,,43.9,,,,,,
1957,,,,Feb 01,,12.9,,,,Apr 04,,26.7,,,,,,
1958,,,,,,,Mar 04,,33.2,,,,,,,,,
1959,,,,Jan 27,,10.5,Feb 26,,31.4,Mar 28,,28.1,,,,,,
1960,,,,Feb 01,,8.9,Mar 03,,19.3,Mar 30,,23.7,,,,,,
1961,,,,Feb 05,,13.4,Mar 05,,16.4,Mar 29,,18.2,,,,,,
1962,,,,Jan 31,,17.0,,,,Mar 28,,54.4,,,,,,
1963,,,,,,,Feb 28,,14.5,Apr 04,,35.0,,,,,,
1964,,,,Jan 29,,15.3,Feb 27,,15.0,Apr 04,,18.8,,,,,,
