#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 18D04: Emigrant Springs (Rev), OR
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Emigrant Springs (rev) (18D04) 
# Oregon  SNOW COURSE/AERIAL MARKER Site - 3930 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:12:24 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1929,,,,Jan 28,41,14.7,,,,Mar 27,10,3.4,,,,,,
1930,,,,Jan 27,17,3.6,,,,Mar 27,0,0.0,,,,,,
1931,,,,Jan 27,23,7.6,,,,Mar 26,5,0.6,,,,,,
1932,,,,Jan 29,44,11.2,,,,Mar 26,29,13.0,,,,,,
1933,,,,Jan 26,23,5.2,,,,Mar 28,32,14.1,,,,,,
1934,,,,Jan 25,0,0.0,,,,Mar 31,0,0.0,,,,,,
1935,,,,Jan 26,15,5.1,,,,Mar 29,0,0.0,,,,,,
1936,,,,Jan 26,28,9.4,Feb 29,38,12.7,Mar 26,25,8.4,,,,,,
1937,,,,Jan 27,33,7.6,,,,Mar 24,15,6.2,,,,,,
1938,,,,Jan 25,5,1.0,Feb 25,15,5.2,Mar 29,11,2.7,,,,,,
1939,,,,Jan 25,7,2.2,Feb 25,31,10.0,Mar 29,15,6.8,,,,,,
1940,,,,Jan 25,13,2.2,Feb 26,18,5.7,Mar 26,0,0.0,,,,,,
1941,,,,Jan 27,8,2.7,Feb 24,5,1.2,Mar 26,0,0.0,,,,,,
1942,,,,Jan 25,8,1.9,Feb 25,24,6.2,Mar 27,13,5.0,,,,,,
1943,,,,Jan 27,27,8.2,Feb 25,12,4.7,Mar 25,7,3.0,,,,,,
1944,,,,Jan 29,9,1.5,Feb 26,27,4.9,Mar 27,11,4.4,,,,,,
1945,,,,Jan 30,17,3.2,Feb 26,16,4.6,Mar 29,18,7.1,,,,,,
1946,,,,Jan 29,34,9.7,Mar 01,31,11.8,Mar 28,21,8.6,,,,,,
1947,,,,Jan 27,10,3.1,Feb 25,0,0.0,Mar 28,0,0.0,,,,,,
1948,,,,Jan 27,13,4.8,Mar 01,18,7.0,Mar 29,23,8.9,,,,,,
1949,,,,Jan 29,42,13.4,Feb 25,49,18.4,Mar 29,24,11.0,,,,,,
1950,,,,Jan 27,37,8.8,Feb 25,22,8.2,Mar 30,19,7.6,May 01,0,0.0,,,
1951,,,,Jan 29,17,4.7,Feb 26,14,4.0,Mar 30,11,4.0,May 01,0,0.0,,,
1952,,,,Jan 29,28,7.5,Feb 28,26,9.4,Mar 31,18,5.4,Apr 29,0,0.0,,,
1953,,,,Jan 30,2,0.6,Feb 27,9,2.1,Mar 31,5,1.6,May 08,0,0.0,,,
1954,,,,Jan 27,20,5.6,Feb 25,1,0.3,Mar 29,1,0.1,Apr 29,0,0.0,,,
1955,Jan 02,26,5.4,Jan 31,29,8.2,Mar 01,42,11.8,Mar 29,38,12.6,Apr 29,29,11.8,,,
1956,Dec 29,6,1.8,Feb 03,22,5.3,Mar 01,36,9.6,Mar 30,17,6.3,Apr 30,0,0.0,May 31,0,0.0
1957,Dec 28,0,0.0,Jan 31,16,2.8,Feb 26,13,4.3,Mar 25,9,3.2,Apr 30,0,0.0,,,
1958,Dec 26,12,3.8,Jan 28,28,8.9,Feb 25,7,2.2,Mar 27,1,0.6,Apr 25,9,2.3,,,
1959,Dec 23,0,0.0,Jan 27,0,0.0,Feb 24,10,2.5,Mar 25,1,0.3,Apr 29,0,0.0,,,
1960,Dec 28,3,1.0,Jan 28,16,4.6,Feb 23,20,6.0,Mar 31,0,0.0,Apr 27,0,0.0,,,
1961,Dec 27,8,1.4,Jan 26,4,1.1,Feb 24,0,0.0,Mar 28,2,0.5,Apr 20,3,1.0,,,
1962,Dec 21,15,2.8,Jan 26,9,2.0,Feb 27,8,1.1,Mar 31,9,3.4,Apr 25,0,0.0,,,
1963,Dec 20,0,0.0,Jan 29,13,1.4,Feb 25,0,0.0,Mar 27,0,0.0,Apr 26,0,0.0,,,
1964,Dec 20,7,0.8,Jan 28,20,5.4,Feb 24,30,9.0,Mar 24,34,11.8,Apr 27,0,0.0,,,
1965,Dec 21,18,3.4,Jan 28,19,6.4,Feb 24,15,4.8,Mar 29,4,1.1,Apr 27,0,0.0,,,
1966,Dec 30,6,1.2,Jan 28,18,4.2,Feb 25,30,9.6,Mar 30,12,5.0,Apr 28,0,0.0,,,
1967,Dec 22,1,0.3,Jan 26,18,4.0,Feb 24,9,2.7,Mar 28,0,0.0,Apr 27,0,0.0,,,
1968,Dec 22,17,4.4,Jan 25,4,0.8,Feb 29,0,0.0,Mar 28,0,0.0,Apr 30,0,0.0,,,
1969,Dec 27,17,4.2,Jan 29,33,8.5,Feb 25,30,10.5,Mar 25,25,10.0,Apr 25,2,0.4,,,
1970,Dec 23,4,0.5,Jan 27,8,1.2,Feb 25,0,0.0,Mar 24,0,0.0,Apr 30,7,2.4,,,
1971,Dec 29,10,2.4,Jan 26,6,1.6,Feb 24,0,0.0,Mar 29,8,2.6,Apr 28,0,0.0,,,
1972,Dec 29,42,10.4,Jan 26,39,11.4,Feb 23,30,11.3,Mar 29,0,0.0,Apr 27,0,0.0,,,
1973,Dec 26,0,0.1,Jan 29,2,0.2,Feb 26,0,0.0,Mar 27,0,0.0,Apr 24,0,0.0,,,
