#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 10E05: Sylvan Pass, WY
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Sylvan Pass (10E05) 
# Wyoming  SNOW COURSE/AERIAL MARKER Site - 7100 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:10:14 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1937,,,,,,,,,,,,,Apr 29,37,10.7,,,
1938,,,,,,,,,,Mar 29,56,13.8,May 01,23,8.8,,,
1939,,,,,,,,,,Mar 28,40,11.7,Apr 29,10,3.0,,,
1940,,,,,,,,,,Apr 01,32,12.1,Apr 30,16,6.6,,,
1941,,,,,,,,,,Mar 31,29,9.8,May 01,2,0.4,,,
1942,,,,,,,,,,Mar 31,28,6.8,May 01,3,1.4,,,
1943,,,,Feb 01,68,20.0,Mar 01,70,23.2,Apr 01,71,24.8,May 01,29,15.4,,,
1944,,,,Feb 01,21,4.2,Mar 01,32,6.5,Apr 01,,9.4,May 01,15,3.8,,,
1945,,,,Feb 01,26,8.8,Feb 28,37,10.2,Apr 03,38,11.4,May 01,26,9.0,,,
1946,,,,Feb 01,39,10.8,Mar 01,43,11.2,Apr 01,43,14.2,May 01,8,2.8,,,
1947,,,,Jan 30,38,10.2,,,,Mar 31,50,15.0,Apr 28,36,13.0,,,
1948,,,,,,,Feb 28,48,12.6,Mar 31,52,15.2,May 01,41,15.1,,,
1949,,,,Jan 30,40,11.1,Feb 27,50,15.7,Apr 03,53,19.2,Apr 30,18,8.0,,,
1950,,,,Feb 05,42,12.4,Feb 26,49,14.6,Apr 01,55,18.6,Apr 29,39,14.8,,,
1951,,,,Feb 03,47,12.4,Mar 02,50,15.4,Apr 01,54,19.4,,,,,,
1952,,,,Jan 31,45,12.2,Mar 01,47,14.8,Apr 02,53,17.2,,,,,,
1953,Jan 13,23,6.0,Jan 30,34,7.5,Mar 03,46,13.1,Mar 31,37,13.8,,,,,,
1954,Jan 03,23,4.2,Feb 01,40,9.4,Mar 01,45,11.2,Apr 01,53,15.2,,,,,,
