#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 05J02: Chambers Lake, CO
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Chambers Lake (05J02) 
# Colorado  SNOW COURSE/AERIAL MARKER Site - 9000 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:10:18 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1936,,,,,,,,,,Mar 30,35,13.8,Apr 27,12,5.7,,,
1937,,,,,,,Feb 25,13,3.4,Mar 28,15,3.7,Apr 29,2,0.9,,,
1938,,,,,,,Feb 28,20,5.9,Apr 07,24,7.6,Apr 27,18,5.6,,,
1939,,,,Feb 02,20,4.7,Mar 01,26,5.0,Mar 30,22,7.3,Apr 27,5,3.1,,,
1940,,,,Jan 31,18,4.3,Mar 01,19,5.6,Mar 30,22,7.8,Apr 29,5,1.9,,,
1941,,,,Feb 04,9,3.2,Mar 03,16,4.1,Mar 29,16,5.5,May 03,9,3.4,,,
1942,,,,Jan 28,12,3.1,Feb 25,24,4.9,Apr 01,23,6.0,Apr 28,17,4.7,,,
1943,,,,Jan 29,22,5.9,Feb 27,33,8.3,Mar 29,29,9.2,Apr 29,1,0.6,,,
1944,,,,Jan 31,5,1.5,Mar 01,8,2.3,Mar 28,21,5.0,Apr 29,16,5.3,,,
1945,,,,Feb 01,18,4.5,Mar 03,31,7.5,Apr 03,35,8.2,May 04,14,5.7,,,
1946,,,,Feb 05,21,4.8,Mar 01,28,5.8,Mar 20,27,8.7,Apr 28,1,0.4,,,
1947,,,,Feb 01,15,4.0,Mar 01,27,6.0,Mar 29,26,8.4,Apr 26,19,8.0,,,
1948,,,,Jan 30,29,6.4,Feb 29,34,8.0,Mar 30,35,9.6,Apr 30,13,4.9,,,
1949,,,,Jan 25,31,9.1,Mar 05,29,9.2,Apr 03,34,9.6,May 01,7,2.5,,,
1950,,,,Jan 29,15,4.1,Feb 26,20,5.4,Mar 25,23,7.0,Apr 30,13,3.9,,,
1951,,,,Jan 27,25,6.7,Mar 03,38,10.3,Apr 01,37,11.3,Apr 29,28,10.0,,,
