#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 18W02: Marmot-Jasper, AB
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Marmot-jasper (18W02) 
# Alberta  SNOW COURSE/AERIAL MARKER Site - 6003 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 10:51:37 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1986,,,,,,,Feb 27,30,8.5,Mar 25,36,9.3,Apr 29,36,11.1,,,
1987,,,,,,,Feb 26,24,6.1,Mar 25,28,7.4,Apr 28,22,6.9,,,
1988,,,,,,,,,,,,,,,,,,
1989,,,,,,,,,,,,,,,,,,
1990,,,,,,,,,,,,,,,,,,
1991,,,,,,,,,,,,,,,,,,
1992,,,,,,,,,,,,,,,,,,
1993,,,,,,,,,,,,,,,,,,
1994,,,,,,,,,,,,,,,,,,
1995,,,,,,,,,,,,,,,,,,
1996,,,,,,,,,,,,,,,,,,
1997,,,,,,,Feb 26,32,8.4,Mar 24,40,10.4,Apr 30,33,9.8,,,
1998,,,,,,,,,,,,,,,,,,
1999,,,,Jan 27,30,7.5,Mar 01,40,9.2,Mar 30,39,12.2,Apr 29,34,12.0,,,
2000,,,,,,,Feb 29,30,6.1,Mar 29,33,8.2,Apr 26,32,9.4,,,
2001,,,,Jan 31,17,3.4,Mar 01,20,3.6,Mar 29,21,4.0,Apr 27,20,5.6,,,
2002,,,,Feb 01,27,6.1,Feb 25,37,7.9,Mar 27,43,11.0,Apr 30,38,11.5,,,
2003,,,,,,,Feb 25,22,4.6,Apr 01,29,6.7,Apr 30,20,6.4,,,
2004,,,,,,,Feb 26,22,4.5,Mar 30,23,5.4,Apr 28,23,6.1,,,
2005,,,,Feb 03,34,8.3,Mar 01,33,8.4,Mar 30,37,9.9,Apr 27,24,7.0,,,
2006,,,,,,4.5,,,5.6,,,5.3,,,4.9,,,
2007,,,,Jan 29,34,8.9,Feb 27,39,9.9,Mar 28,46,12.3,May 01,42,14.4,,,
2008,,,,Jan 28,26,6.5,Feb 28,30,7.0,Apr 01,32,7.6,Apr 30,28,7.6,,,
2009,,,,Jan 29,25,5.4,Feb 25,31,6.3,Mar 31,29,6.9,Apr 28,27,7.7,,,
2010,,,,Jan 28,35,9.4,Mar 02,33,9.9,Mar 30,39,11.0,Apr 29,28,9.6,,,
2011,,,,Feb 03,31,6.9,Mar 01,39,9.4,Mar 29,37,10.3,Apr 28,36,11.3,,,
2012,,,,Jan 31,39,9.6,Feb 28,36,9.8,Mar 28,42,12.0,,,,,,
2013,,,,Jan 31,39,9.6,Feb 26,28,6.5,,,,Apr 29,30,9.6,,,
2014,,,,Jan 29,27,5.4,Feb 25,26,6.5,Mar 31,46,11.4,May 01,35,11.6,,,
2015,,,,Jan 29,29,7.7,Feb 25,35,9.7,Mar 30,35,10.7,Apr 29,31,10.3,,,
2016,,,,Jan 27,25,5.7,Feb 29,27,6.5,Mar 30,31,7.4,Apr 28,8,2.5,,,
2017,,,,Jan 31,19,4.1,Feb 28,26,5.7,Mar 28,37,9.1,Apr 27,39,11.7,,,
2018,,,,Feb 01,28,6.5,Mar 01,35,8.3,Mar 28,39,10.0,May 01,31,9.5,,,
2019,,,,Jan 30,30,7.6,Feb 26,38,9.9,Mar 28,40,10.7,May 01,36,11.7,,,
2020,,,,Jan 30,31,7.8,Feb 28,37,9.6,,,,Apr 30,37,12.6,,,
2021,,,,Jan 29,33,8.2,Feb 25,37,9.6,Mar 31,44,11.1,Apr 28,39,12.0,,,
2022,,,,Feb 04,36,9.8,,,,Mar 31,44,12.5,Apr 26,41,13.0,,,
2023,,,,Jan 31,28,7.5,Mar 01,31,8.8,Mar 28,35,8.9,Apr 27,29,8.9,,,
2024,,,,,,,,,,,,,,,,,,
