#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 21A10: Schreibers Meadow, WA
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Schreibers Meadow (21A10) 
# Washington  SNOW COURSE/AERIAL MARKER Site - 3400 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 11:05:06 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1959,,,,Jan 30,93,33.4,Mar 04,121,44.4,Apr 03,165,64.6,May 03,140,61.8,,,
1960,,,,Jan 31,57,20.4,Feb 27,98,35.8,Apr 03,111,51.8,Apr 27,126,56.4,,,
1961,,,,Jan 28,72,30.0,Mar 04,143,55.0,Mar 29,138,64.6,Apr 28,126,60.0,Jun 01,82,42.3
1962,,,,Jan 29,99,41.9,Feb 27,93,42.4,Mar 29,135,56.2,May 02,114,55.4,Jun 01,79,42.3
1963,,,,Jan 29,62,24.6,Mar 02,75,28.4,Apr 01,97,37.8,Apr 28,79,37.6,,,
1964,,,,Feb 03,155,56.4,Feb 27,152,65.4,Mar 29,195,86.0,May 02,187,93.6,Jun 03,147,76.8
1965,,,,Feb 02,110,41.8,Feb 28,146,58.4,Mar 31,151,60.6,May 01,119,57.1,,,
1966,,,,Feb 01,105,36.8,Mar 02,163,63.6,Mar 31,156,75.2,Mar 01,141,72.8,May 30,98,51.8
1967,,,,Jan 30,120,46.4,Feb 27,161,64.4,Mar 29,204,83.0,Apr 27,180,83.3,Jun 01,122,65.0
1968,,,,Jan 28,48,17.5,Feb 27,82,36.3,Mar 31,122,54.2,May 01,119,56.0,Jun 04,58,29.6
1969,Dec 29,82,21.3,Feb 05,165,56.9,Feb 27,148,65.5,Mar 29,155,69.4,May 03,154,73.2,Jun 02,92,46.9
1970,Jan 02,51,15.3,Jan 30,86,32.7,Mar 03,92,40.5,Apr 02,98,44.8,May 02,116,55.0,Jun 01,62,34.1
1971,Jan 03,117,35.1,Feb 05,152,68.4,Feb 28,168,80.6,Apr 05,199,94.2,Apr 28,191,101.8,,,
