#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 1A01P: Yellowhead Pillow, BC
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Yellowhead Pillow (1A01P) 
# British Columbia  SNOW COURSE/AERIAL MARKER Site - 6060 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 10:50:34 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1997,Jan 01,41,10.5,Feb 01,55,15.4,Mar 01,55,17.4,Apr 01,71,25.4,May 01,71,28.7,Jun 01,28,9.4
1998,Jan 01,39,12.0,Feb 01,41,14.0,Mar 01,40,14.6,Apr 01,47,17.6,May 01,35,15.1,Jun 01,0,0.0
1999,Jan 01,44,13.9,Feb 01,72,24.4,Mar 01,,28.3,Apr 01,67,31.5,May 01,,32.8,Jun 01,,33.2
2000,Jan 01,,16.5,Feb 01,,18.1,Mar 01,,19.6,Apr 01,,23.0,May 01,,24.5,Jun 01,,22.8
2001,Jan 01,,7.2,Feb 01,,9.4,Mar 01,,10.6,Apr 01,,13.6,May 01,,15.7,Jun 01,,8.9
2002,Jan 01,,13.4,Feb 01,,16.9,Mar 01,,19.9,Apr 01,,25.0,May 01,,29.5,Jun 01,,25.4
2003,Jan 01,,9.4,Feb 01,,13.1,Mar 01,,15.1,Apr 01,,21.4,May 01,,23.0,Jun 01,,16.7
2004,Jan 01,,8.4,Feb 01,,10.0,Mar 01,,10.6,Apr 01,,13.9,May 01,,15.2,Jun 01,,8.7
2005,Jan 01,,9.8,Feb 01,,17.0,Mar 01,,19.3,Apr 01,,23.6,May 01,,22.2,Jun 01,,2.7
2006,Jan 01,,8.7,Feb 01,,13.9,Mar 01,,16.3,Apr 01,,17.4,May 01,,16.7,Jun 01,,1.9
2007,Jan 01,,14.8,Feb 01,,19.4,Mar 01,,21.3,Apr 01,,28.9,May 01,,32.0,Jun 01,,22.0
2008,Jan 01,,11.8,Feb 01,,14.3,Mar 01,,17.0,Apr 01,,18.7,May 01,,19.3,Jun 01,,7.5
2009,Jan 01,,10.2,Feb 01,,13.3,Mar 01,,15.2,Apr 01,,18.5,May 01,,19.6,Jun 01,,13.4
