#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOW COURSE/AERIAL MARKER 46Q05: Little Chena Bottom, AK
# 
# Data items provided in this file:
#
# Element Name           Value Type       Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Collection date  None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth             Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent  Value            None           Instantaneous - Start of Month  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Little Chena Bottom (46Q05) 
# Alaska  SNOW COURSE/AERIAL MARKER Site - 1100 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Nov 6, 2023, 10:58:32 AM GMT-08:00
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Water Equivalent Collection Date Start of Month Values,Snow Depth (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values
1978,,,,,,,Mar 02,17,3.0,Mar 27,16,3.1,May 02,0,0.0,,,
1979,,,,Jan 25,20,3.2,Mar 01,23,3.8,Apr 07,24,4.4,Apr 27,0,0.0,,,
1980,,,,,,,Mar 01,12,1.8,Mar 25,12,2.5,,,,,,
1981,,,,,,,Feb 25,12,2.8,Mar 26,8,1.6,Apr 28,0,0.0,,,
1982,,,,,,,May 01,15,2.5,Mar 30,18,3.0,Apr 28,13,3.1,,,
1983,,,,,,,Mar 04,20,3.8,Mar 30,16,3.0,Apr 28,9,2.2,,,
1984,,,,,,,Feb 28,20,3.1,Mar 29,17,3.1,Apr 27,14,3.7,,,
1985,,,,,,,Feb 28,28,4.9,Mar 28,28,6.4,Apr 30,28,6.8,May 15,10,3.0
1986,,,,,,,Mar 03,15,2.2,Mar 27,15,2.3,May 01,10,2.5,,,
1987,,,,,,,May 01,15,2.2,Mar 31,15,2.4,May 04,0,0.0,,,
1988,,,,,,,May 01,14,2.3,Mar 31,14,2.1,May 02,0,0.0,,,
1989,,,,Mar 01,20,3.0,May 01,27,5.0,Mar 30,27,5.0,May 01,0,0.0,,,
1990,,,,,,,May 01,32,4.3,Mar 28,24,4.7,Apr 26,15,4.3,,,
1991,,,,Mar 01,36,6.7,May 01,33,7.0,Mar 28,45,9.6,Apr 29,27,9.2,,,
1992,,,,,,,May 01,24,4.2,Apr 02,24,4.8,Apr 28,23,5.7,,,
1993,,,,,,,May 01,34,7.2,Mar 29,32,7.7,Apr 29,0,0.0,,,
1994,,,,,,,May 01,18,2.8,Mar 28,20,3.2,Apr 28,0,0.0,,,
1995,,,,,,,May 01,25,5.0,Mar 29,28,5.8,Apr 28,11,3.2,,,
